Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
mountain hiking trails,downtown lofts,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
arid desert climates,sports complexes,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
expatriate zones,downtown lofts,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
downtown lofts,organized crime activities,False,False,,,gpt-4-turbo,lora_70b_en_v0,urban studies,
belt drive,hydraulic arm,True,False,Type of mechanical linkage,,gpt-4-turbo,lora_70b_en_v0,physics,
LED light,fluorescent lamp,True,True,Source of illumination,Light Source,gpt-4-turbo,lora_70b_en_v0,physics,
radiation from the sun,convection by air movement,True,False,Method of heat transfer,,gpt-4-turbo,lora_70b_en_v0,physics,
hydraulic arm,gear train,True,False,Type of mechanical linkage,,gpt-4-turbo,lora_70b_en_v0,physics,
aluminum fins,copper tubing,True,True,Material used in a heat conductor,Heat Transfer Material,gpt-4-turbo,lora_70b_en_v0,physics,
gaseous steam,solid ice,True,False,State of matter,,gpt-4-turbo,lora_70b_en_v0,physics,
compressed air tank,flywheel energy storage,True,True,Form of energy storage,Energy Storage,gpt-4-turbo,lora_70b_en_v0,physics,
gravitational pull,centrifugal force,True,False,Type of force,,gpt-4-turbo,lora_70b_en_v0,physics,
capacitor,resistor,True,False,Electrical component,,gpt-4-turbo,lora_70b_en_v0,physics,
liquid water,gaseous steam,True,True,State of matter,State of Matter,gpt-4-turbo,lora_70b_en_v0,physics,
fluorescent lamp,concave lens,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
resistor,hydraulic arm,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
electromagnetic force,inductor,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
centrifugal force,fluorescent lamp,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
gear train,convection by air movement,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
radiation from the sun,LED light,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
capacitor,solid ice,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
gaseous steam,light wave,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
flywheel energy storage,gear train,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
flywheel energy storage,gravitational pull,False,False,,,gpt-4-turbo,lora_70b_en_v0,physics,
Emergency hospital visits,Lack of medical services,True,True,Healthcare access quality,Access to healthcare,gpt-4-turbo,lora_70b_en_v0,health,
Recreational drug use,Prescription medication usage,True,True,Substance use,Substance use,gpt-4-turbo,lora_70b_en_v0,health,
Regular doctor checkups,Annual health screenings,True,True,Healthcare access quality,Healthcare Access,gpt-4-turbo,lora_70b_en_v0,health,
Early morning awakenings,Daytime naps,True,False,Sleep pattern,,gpt-4-turbo,lora_70b_en_v0,health,
Urban air pollution,Rural clean air,True,False,Exposure to pollutants,,gpt-4-turbo,lora_70b_en_v0,health,
Recreational drug use,Alcohol consumption,True,True,Substance use,Substance use,gpt-4-turbo,lora_70b_en_v0,health,
Early morning awakenings,Nightly eight-hour sleep,True,True,Sleep pattern,Sleep Quality,gpt-4-turbo,lora_70b_en_v0,health,
Vegan dishes,Dairy-rich diet,True,True,Type of dietary intake,Dietary patterns,gpt-4-turbo,lora_70b_en_v0,health,
Home air filtration usage,Urban air pollution,True,True,Exposure to pollutants,Air Quality,gpt-4-turbo,lora_70b_en_v0,health,
Occasional documentary watching,Rare intellectual discussions,True,False,Mental stimulation level,,gpt-4-turbo,lora_70b_en_v0,health,
Vegan dishes,Daily exercise sessions,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Monthly community events,Alcohol consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Rare intellectual discussions,Daytime naps,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Stressful work deadlines,Isolated living,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Nightly eight-hour sleep,Occasional soda consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Vegan dishes,Rural clean air,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Yearly marathon participation,Alcohol consumption,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Vegetarian meals,Nightly eight-hour sleep,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Stressful work deadlines,Dairy-rich diet,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
Weekly gym visits,Urban air pollution,False,False,,,gpt-4-turbo,lora_70b_en_v0,health,
high energy implantation,ultra-high energy implantation,True,True,Implantation Energy Level,implantation energy,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
controlled humidity environment,particle-free air,True,True,Clean Room Environment,Cleanliness,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
reactive ion etching,wet etching,True,True,Etching Process Type,etching technique,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
mechanical polishing,electrolytic polishing,True,True,Wafer Polishing Method,Polishing method,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
temperature-controlled setting,particle-free air,True,False,Clean Room Environment,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
dry etching,wet etching,True,True,Etching Process Type,etching method,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
flame polishing,mechanical polishing,True,True,Wafer Polishing Method,Wafer surface roughness,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
mechanical polishing,chemical mechanical polishing,True,True,Wafer Polishing Method,Wafer surface roughness,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
wet etching,plasma etching,True,True,Etching Process Type,etching technique,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
high energy implantation,medium energy implantation,True,True,Implantation Energy Level,implantation energy,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
vibration-free setup,complex circuits,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
reactive ion etching,particle-free air,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
chemical vapor deposition,wet etching,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
medium energy implantation,particle-free air,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
antimony doping,wet etching,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
plasma etching,mechanical polishing,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
simple circuits,ozone,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
perfect alignment,chemical mechanical polishing,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
particle-free air,smooth surface,False,False,,,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
electrolytic polishing,plasma etching,False,True,,Surface roughness,gpt-4-turbo,lora_70b_en_v0,semiconductor manufacturing,
Ransomware attacks,SQL injection,True,False,Cybersecurity Threat,,gpt-4-turbo,lora_70b_en_v0,computer science,
Linux distributions,Android versions,True,,Operating System,,gpt-4-turbo,lora_70b_en_v0,computer science,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
Ransomware attacks,Cross-site scripting,True,False,Cybersecurity Threat,,gpt-4-turbo,lora_70b_en_v0,computer science,
Functional programming languages,Procedural languages,True,False,Programming Language,,gpt-4-turbo,lora_70b_en_v0,computer science,
Phishing schemes,Cross-site scripting,True,True,Cybersecurity Threat,Cybersecurity threats,gpt-4-turbo,lora_70b_en_v0,computer science,
Cross-site scripting,Denial-of-service attacks,True,False,Cybersecurity Threat,,gpt-4-turbo,lora_70b_en_v0,computer science,
Random access memory modules,Central processing units,True,False,Hardware Component,,gpt-4-turbo,lora_70b_en_v0,computer science,
Internet Protocol,Simple Mail Transfer Protocol,True,True,Network Protocol,Network protocols,gpt-4-turbo,lora_70b_en_v0,computer science,
Function as a Service,Desktop as a Service,True,True,Cloud Computing Service,Cloud Computing Service Model,gpt-4-turbo,lora_70b_en_v0,computer science,
Simple Mail Transfer Protocol,File Transfer Protocol,True,True,Network Protocol,Network protocol,gpt-4-turbo,lora_70b_en_v0,computer science,
SQL injection,Android versions,False,,,,gpt-4-turbo,lora_70b_en_v0,computer science,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
File Transfer Protocol,Cross-site scripting,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Wearable health monitors,Procedural languages,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Solid state drives,Cross-site scripting,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Graphics processing units,Denial-of-service attacks,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Agile development practices,Central processing units,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Ransomware attacks,Random access memory modules,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Infrastructure as a Service,Simple Mail Transfer Protocol,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Scripting languages,Desktop as a Service,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
Distributed databases,File Transfer Protocol,False,False,,,gpt-4-turbo,lora_70b_en_v0,computer science,
middle class,working class,True,True,Social class,Socioeconomic Status,gpt-4-turbo,lora_70b_en_v0,sociology,
television viewers,radio listeners,True,True,Media consumption,Media audience,gpt-4-turbo,lora_70b_en_v0,sociology,
non-partisan citizens,liberal advocates,True,False,Political orientation,,gpt-4-turbo,lora_70b_en_v0,sociology,
postgraduate qualifications,primary school completion,True,True,Educational attainment,Education Level,gpt-4-turbo,lora_70b_en_v0,sociology,
radio listeners,online content browsers,True,False,Media consumption,,gpt-4-turbo,lora_70b_en_v0,sociology,
alternative medicine followers,public healthcare users,True,False,Healthcare access,,gpt-4-turbo,lora_70b_en_v0,sociology,
educational services,retail business,True,False,Employment sector,,gpt-4-turbo,lora_70b_en_v0,sociology,
university degree,postgraduate qualifications,True,True,Educational attainment,Education Level,gpt-4-turbo,lora_70b_en_v0,sociology,
private clinic visitors,no regular healthcare,True,True,Healthcare access,Access to Healthcare,gpt-4-turbo,lora_70b_en_v0,sociology,
Christianity followers,Buddhism practitioners,True,True,Religious affiliation,Religious Affiliation,gpt-4-turbo,lora_70b_en_v0,sociology,
Buddhism practitioners,working class,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
working class,radio listeners,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
urban neighborhoods,liberal advocates,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
print media readers,manufacturing sector,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
conservative supporters,primary school completion,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
university degree,urban neighborhoods,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
non-partisan citizens,public healthcare users,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
private clinic visitors,secondary school graduation,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
no regular healthcare,retail business,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
working class,postgraduate qualifications,False,False,,,gpt-4-turbo,lora_70b_en_v0,sociology,
peer group interactions,community involvement,True,True,Social Support,Social Integration,gpt-4-turbo,lora_70b_en_v0,psychology,
permissive upbringing,authoritarian control,True,True,Parenting Style,Parenting Style,gpt-4-turbo,lora_70b_en_v0,psychology,
compromise,dominance assertion,True,False,Conflict Resolution Strategy,,gpt-4-turbo,lora_70b_en_v0,psychology,
medication,psychoanalysis,True,False,Therapeutic Intervention,,gpt-4-turbo,lora_70b_en_v0,psychology,
neuroticism,openness to experience,True,False,Personality Trait,,gpt-4-turbo,lora_70b_en_v0,psychology,
compromise,collaborative problem solving,True,True,Conflict Resolution Strategy,Cooperation,gpt-4-turbo,lora_70b_en_v0,psychology,
community involvement,professional assistance,True,False,Social Support,,gpt-4-turbo,lora_70b_en_v0,psychology,
power-driven,achievement-driven,True,True,Motivation Type,Extraversion,gpt-4-turbo,lora_70b_en_v0,psychology,
emotional support seeking,substance use,True,False,Coping Mechanism,,gpt-4-turbo,lora_70b_en_v0,psychology,
family cohesion,professional assistance,True,False,Social Support,,gpt-4-turbo,lora_70b_en_v0,psychology,
doctoral degree,community involvement,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
psychoanalysis,authoritarian control,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
job loss,psychoanalysis,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
group therapy,doctoral degree,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
death of a loved one,withdrawal,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
conscientiousness,collaborative problem solving,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
withdrawal,professional assistance,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
neglectful supervision,achievement-driven,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
neuroticism,substance use,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
extrinsic motivation,professional assistance,False,False,,,gpt-4-turbo,lora_70b_en_v0,psychology,
stable interest rate period,central bank rate hikes,True,True,Interest Rate Environment,monetary policy,gpt-4-turbo,lora_70b_en_v0,finance,
increasing unemployment rates,job market strength,True,False,Economic Indicators,,gpt-4-turbo,lora_70b_en_v0,finance,
growth in sustainable investments,interest in emerging markets,True,False,Investment Trends,,gpt-4-turbo,lora_70b_en_v0,finance,
rise in real estate investments,interest in emerging markets,True,False,Investment Trends,,gpt-4-turbo,lora_70b_en_v0,finance,
changes in tax laws,new compliance requirements,True,True,Regulatory Changes,Regulatory Environment,gpt-4-turbo,lora_70b_en_v0,finance,
tighter financial regulations,changes in tax laws,True,True,Regulatory Changes,Government Policy,gpt-4-turbo,lora_70b_en_v0,finance,
growth in ethical consumerism,trend towards personalized services,True,False,Consumer Behavior,,gpt-4-turbo,lora_70b_en_v0,finance,
record profit announcements,significant earnings drop,True,True,Corporate Earnings,Earnings Surprise,gpt-4-turbo,lora_70b_en_v0,finance,
rise in real estate investments,shift towards value stocks,True,False,Investment Trends,,gpt-4-turbo,lora_70b_en_v0,finance,
advancements in cybersecurity,development of fintech solutions,True,False,Technological Advancements,,gpt-4-turbo,lora_70b_en_v0,finance,
election year uncertainties,central bank rate hikes,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
reform in stock market rules,job market strength,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
market optimism,interest in emerging markets,False,True,,Market Sentiment,gpt-4-turbo,lora_70b_en_v0,finance,
market pessimism,new compliance requirements,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
strengthening of international relations,changes in tax laws,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
development of fintech solutions,stable interest rate period,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
political unrest in a region,significant earnings drop,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
earnings beat expectations,shift towards value stocks,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
growth in ethical consumerism,development of fintech solutions,False,False,,,gpt-4-turbo,lora_70b_en_v0,finance,
declining interest rate trend,recessionary period,False,True,,Economic Conditions,gpt-4-turbo,lora_70b_en_v0,finance,
Commercial,Institutional,True,False,Land Use,,llama3-8b,lora_70b_en_v0,urban studies,
Loud,Moderate,True,True,Noise Level,Noise Level,llama3-8b,lora_70b_en_v0,urban studies,
Very Poor,Good,True,False,Air Quality,,llama3-8b,lora_70b_en_v0,urban studies,
Industrial,Open Space,True,False,Land Use,,llama3-8b,lora_70b_en_v0,urban studies,
Extremely Low,Medium,True,False,Community Engagement,,llama3-8b,lora_70b_en_v0,urban studies,
Residential Street,Freeway,True,False,Street Type,,llama3-8b,lora_70b_en_v0,urban studies,
Residential,Institutional,True,False,Land Use,,llama3-8b,lora_70b_en_v0,urban studies,
Extremely Low,High,True,False,Community Engagement,,llama3-8b,lora_70b_en_v0,urban studies,
Residential Zoning,Industrial Zoning,True,True,Zoning,Land Use Regulation,llama3-8b,lora_70b_en_v0,urban studies,
Garden,Nature Reserve,True,True,Green Space,Urban green spaces,llama3-8b,lora_70b_en_v0,urban studies,
Low,Institutional,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Car,Moderate,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Apartment Building,Good,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Public Transportation,Very Low,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Arterial Road,Institutional,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Residential Street,Open Space,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Greenway,Medium,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Commercial Zoning,Freeway,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Extremely Loud,Institutional,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Fair,High,False,False,,,llama3-8b,lora_70b_en_v0,urban studies,
Four-Dimensional Space,One-Dimensional Space,True,True,Space,Number of Dimensions,llama3-8b,lora_70b_en_v0,physics,
Thermal Energy,Potential Energy,True,True,Energy,Energy,llama3-8b,lora_70b_en_v0,physics,
Gamma Frequency,Visible Frequency,True,False,Frequency,,llama3-8b,lora_70b_en_v0,physics,
Absolute Time,Relative Time,True,True,Time,Time,llama3-8b,lora_70b_en_v0,physics,
Room Temperature,Freezing Point,True,False,Temperature,,llama3-8b,lora_70b_en_v0,physics,
Gamma Frequency,Audio Frequency,True,True,Frequency,Frequency,llama3-8b,lora_70b_en_v0,physics,
Vacuum Pressure,Standard Pressure,True,True,Pressure,Pressure,llama3-8b,lora_70b_en_v0,physics,
Negative Charge,Positive Charge,True,True,Charge,Electric Charge,llama3-8b,lora_70b_en_v0,physics,
Electromagnetic Energy,Thermal Energy,True,True,Energy,Energy,llama3-8b,lora_70b_en_v0,physics,
Strong Nuclear Force,Gravity,True,False,Force,,llama3-8b,lora_70b_en_v0,physics,
Thermal Energy,One-Dimensional Space,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Visible Frequency,Melting Point,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Melting Point,Thermal Energy,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Visible Frequency,One-Dimensional Space,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Elapsed Time,Potential Energy,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Vacuum Pressure,Visible Frequency,False,False,,,llama3-8b,lora_70b_en_v0,physics,
One-Dimensional Space,Relative Time,False,False,,,llama3-8b,lora_70b_en_v0,physics,
One-Dimensional Space,Freezing Point,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Elapsed Time,Audio Frequency,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Relative Time,Boiling Point,False,False,,,llama3-8b,lora_70b_en_v0,physics,
Vegetarian,Omnivore,True,True,Diet Type,Diet,llama3-8b,lora_70b_en_v0,health,
Current Smoker,Former Smoker,True,True,Smoking Status,Smoking Status,llama3-8b,lora_70b_en_v0,health,
Fair,Excellent,True,True,Sleep Quality,Healthcare quality,llama3-8b,lora_70b_en_v0,health,
Family History of Chronic Disease,No Family History of Chronic Disease,True,True,Family History,Family History of Chronic Disease,llama3-8b,lora_70b_en_v0,health,
Limited Social Support,Moderate Social Support,True,True,Social Support,Social Support,llama3-8b,lora_70b_en_v0,health,
Pescetarian,Vegan,True,True,Diet Type,Diet,llama3-8b,lora_70b_en_v0,health,
Rarely,1-2 Times a Week,True,True,Exercise Frequency,Frequency of exercise,llama3-8b,lora_70b_en_v0,health,
Fair,Poor,True,True,Health Literacy,Socioeconomic status,llama3-8b,lora_70b_en_v0,health,
Limited Social Support,Strong Social Support,True,True,Social Support,Social Support,llama3-8b,lora_70b_en_v0,health,
3-4 Times a Week,1-2 Times a Week,True,True,Exercise Frequency,Frequency of Exercise,llama3-8b,lora_70b_en_v0,health,
Fair,Omnivore,False,False,,,llama3-8b,lora_70b_en_v0,health,
Strong Social Support,Family History of Chronic Disease,False,False,,,llama3-8b,lora_70b_en_v0,health,
Good,Former Smoker,False,False,,,llama3-8b,lora_70b_en_v0,health,
Poor,Excellent,False,False,,,llama3-8b,lora_70b_en_v0,health,
Extreme,No Family History of Chronic Disease,False,False,,,llama3-8b,lora_70b_en_v0,health,
Fair,Moderate Social Support,False,False,,,llama3-8b,lora_70b_en_v0,health,
Poor,Limited Social Support,False,False,,,llama3-8b,lora_70b_en_v0,health,
Excellent,Strong Social Support,False,False,,,llama3-8b,lora_70b_en_v0,health,
Strong Social Support,Vegan,False,False,,,llama3-8b,lora_70b_en_v0,health,
Low Risk,1-2 Times a Week,False,False,,,llama3-8b,lora_70b_en_v0,health,
Wet Etching,Dry Etching,True,True,Etching Method,Etching Method,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Submicron,Micron,True,True,Particle Size,Size,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Germanium,Gallium Arsenide,True,True,Wafer Type,Semiconductor material,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Highly Sensitive,Not Sensitive,True,False,Moisture Sensitivity,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Micron,Submillimeter,True,False,Particle Size,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Submicron,Submillimeter,True,False,Particle Size,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
"Class 10,000",Class 100,True,True,Cleanliness Level,Cleanliness class,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
QFN,SOIC,True,False,Packaging Type,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Silicon Dioxide,Nitride,True,False,Insulation Material,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Wet Etching,Plasma Etching,True,True,Etching Method,Etching Method,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Highly Sensitive,Dry Etching,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Highly Sensitive,Micron,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Low Temperature,Gallium Arsenide,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Plasma Etching,Not Sensitive,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Nitride,Medium Temperature,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Wet Etching,Submillimeter,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Gallium Arsenide,SOIC,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Submillimeter,Gallium Arsenide,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Plastic,Submillimeter,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Phosphorus,Class 100,False,False,,,llama3-8b,lora_70b_en_v0,semiconductor manufacturing,
Tree,Queue,True,False,Data Structure,,llama3-8b,lora_70b_en_v0,computer science,
Android,Linux,True,True,Operating System,Operating System,llama3-8b,lora_70b_en_v0,computer science,
JavaScript,Java,True,False,Programming Language,,llama3-8b,lora_70b_en_v0,computer science,
TCP,HTTP,True,True,Computer Network Protocol,Network protocol,llama3-8b,lora_70b_en_v0,computer science,
Relational,NoSQL,True,False,Database Management,,llama3-8b,lora_70b_en_v0,computer science,
Ruby,Python,True,True,Programming Language,Programming Language,llama3-8b,lora_70b_en_v0,computer science,
C++,JavaScript,True,False,Programming Language,,llama3-8b,lora_70b_en_v0,computer science,
Firewall,Encryption,True,True,Computer Security,Data Protection,llama3-8b,lora_70b_en_v0,computer science,
Mesh,Hybrid,True,False,Network Topology,,llama3-8b,lora_70b_en_v0,computer science,
Cryptography,Sorting,True,False,Algorithm,,llama3-8b,lora_70b_en_v0,computer science,
Compression,Queue,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
Java,Tree,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
NoSQL,Linux,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
NoSQL,Machine Learning,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
Linked List,Java,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
Ruby,HTTP,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
MIMD,Hybrid,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
Encryption,NoSQL,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
Star,Python,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
Authentication,Android,False,False,,,llama3-8b,lora_70b_en_v0,computer science,
Poverty Line,Upper Middle Class,True,False,Income Level,,llama3-8b,lora_70b_en_v0,sociology,
Single,Divorced,True,True,Marital Status,Marital Status,llama3-8b,lora_70b_en_v0,sociology,
German,Mandarin,True,False,Language Spoken,,llama3-8b,lora_70b_en_v0,sociology,
Senior Citizen,Elderly,True,True,Age Group,Age,llama3-8b,lora_70b_en_v0,sociology,
Student,Unemployed,True,False,Occupation,,llama3-8b,lora_70b_en_v0,sociology,
Retired,Self-Employed,True,False,Occupation,,llama3-8b,lora_70b_en_v0,sociology,
Buddhist,Atheist,True,False,Religious Affiliation,,llama3-8b,lora_70b_en_v0,sociology,
Separated,Divorced,True,True,Marital Status,Marital Status,llama3-8b,lora_70b_en_v0,sociology,
German,Spanish,True,True,Language Spoken,Language,llama3-8b,lora_70b_en_v0,sociology,
Single Person,Extended Family,True,True,Family Structure,Family Structure,llama3-8b,lora_70b_en_v0,sociology,
Low Income,Mandarin,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Doctoral Degree,Poverty Line,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Suburban,Elderly,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
High School Diploma,Unemployed,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
German,Self-Employed,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Single Person,Jewish,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Homemaker,Atheist,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Hindu,Divorced,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Bachelor's Degree,Spanish,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Entrepreneur,Extended Family,False,False,,,llama3-8b,lora_70b_en_v0,sociology,
Low,Moderate,True,True,Self-Esteem,Emotional Arousal,llama3-8b,lora_70b_en_v0,psychology,
Emotion-Focused,Self-Aware,True,True,Emotional Regulation,Self-Reflection,llama3-8b,lora_70b_en_v0,psychology,
Emotion-Focused,Avoidant,True,False,Coping Mechanisms,,llama3-8b,lora_70b_en_v0,psychology,
Pragmatic,Intuitive,True,False,Cognitive Style,,llama3-8b,lora_70b_en_v0,psychology,
Moderate,High,True,True,Self-Esteem,Intensity,llama3-8b,lora_70b_en_v0,psychology,
Semantic,Episodic,True,False,Memory Type,,llama3-8b,lora_70b_en_v0,psychology,
Pragmatic,Analytical,True,True,Cognitive Style,Cognitive Style,llama3-8b,lora_70b_en_v0,psychology,
