Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
declining interest rate trend,recessionary period,False,False,,,gpt-4-turbo,lora_70b_en_v0_alt,finance,
Commercial,Institutional,True,False,Land Use,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Loud,Moderate,True,,Noise Level,,llama3-8b,lora_70b_en_v0_alt,urban studies,"1, 1, 1, Noise level, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Very Poor,Good,True,True,Air Quality,Economic Status,llama3-8b,lora_70b_en_v0_alt,urban studies,
Industrial,Open Space,True,False,Land Use,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Extremely Low,Medium,True,True,Community Engagement,Urbanization,llama3-8b,lora_70b_en_v0_alt,urban studies,
Residential Street,Freeway,True,False,Street Type,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Residential,Institutional,True,False,Land Use,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Extremely Low,High,True,True,Community Engagement,Urbanization,llama3-8b,lora_70b_en_v0_alt,urban studies,
Residential Zoning,Industrial Zoning,True,True,Zoning,Land Use Regulation,llama3-8b,lora_70b_en_v0_alt,urban studies,
Garden,Nature Reserve,True,True,Green Space,Urban Green Space,llama3-8b,lora_70b_en_v0_alt,urban studies,
Low,Institutional,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Car,Moderate,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Apartment Building,Good,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Public Transportation,Very Low,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Arterial Road,Institutional,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Residential Street,Open Space,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Greenway,Medium,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Commercial Zoning,Freeway,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Extremely Loud,Institutional,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Fair,High,False,False,,,llama3-8b,lora_70b_en_v0_alt,urban studies,
Four-Dimensional Space,One-Dimensional Space,True,True,Space,Number of Dimensions,llama3-8b,lora_70b_en_v0_alt,physics,
Thermal Energy,Potential Energy,True,False,Energy,,llama3-8b,lora_70b_en_v0_alt,physics,
Gamma Frequency,Visible Frequency,True,,Frequency,,llama3-8b,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Absolute Time,Relative Time,True,True,Time,Time,llama3-8b,lora_70b_en_v0_alt,physics,
Room Temperature,Freezing Point,True,False,Temperature,,llama3-8b,lora_70b_en_v0_alt,physics,
Gamma Frequency,Audio Frequency,True,,Frequency,,llama3-8b,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Vacuum Pressure,Standard Pressure,True,True,Pressure,Pressure,llama3-8b,lora_70b_en_v0_alt,physics,
Negative Charge,Positive Charge,True,True,Charge,Charge,llama3-8b,lora_70b_en_v0_alt,physics,
Electromagnetic Energy,Thermal Energy,True,False,Energy,,llama3-8b,lora_70b_en_v0_alt,physics,
Strong Nuclear Force,Gravity,True,False,Force,,llama3-8b,lora_70b_en_v0_alt,physics,
Thermal Energy,One-Dimensional Space,False,False,,,llama3-8b,lora_70b_en_v0_alt,physics,
Visible Frequency,Melting Point,False,False,,,llama3-8b,lora_70b_en_v0_alt,physics,
Melting Point,Thermal Energy,False,False,,,llama3-8b,lora_70b_en_v0_alt,physics,
Visible Frequency,One-Dimensional Space,False,False,,,llama3-8b,lora_70b_en_v0_alt,physics,
Elapsed Time,Potential Energy,False,,,,llama3-8b,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Vacuum Pressure,Visible Frequency,False,,,,llama3-8b,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
One-Dimensional Space,Relative Time,False,False,,,llama3-8b,lora_70b_en_v0_alt,physics,
One-Dimensional Space,Freezing Point,False,False,,,llama3-8b,lora_70b_en_v0_alt,physics,
Elapsed Time,Audio Frequency,False,,,,llama3-8b,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Relative Time,Boiling Point,False,False,,,llama3-8b,lora_70b_en_v0_alt,physics,
Vegetarian,Omnivore,True,True,Diet Type,Diet,llama3-8b,lora_70b_en_v0_alt,health,
Current Smoker,Former Smoker,True,True,Smoking Status,Smoking Status,llama3-8b,lora_70b_en_v0_alt,health,
Fair,Excellent,True,True,Sleep Quality,Physical Functioning,llama3-8b,lora_70b_en_v0_alt,health,
Family History of Chronic Disease,No Family History of Chronic Disease,True,True,Family History,Family History of Chronic Disease,llama3-8b,lora_70b_en_v0_alt,health,
Limited Social Support,Moderate Social Support,True,True,Social Support,Social Support,llama3-8b,lora_70b_en_v0_alt,health,
Pescetarian,Vegan,True,True,Diet Type,Dietary Patterns,llama3-8b,lora_70b_en_v0_alt,health,
Rarely,1-2 Times a Week,True,True,Exercise Frequency,Physical Activity,llama3-8b,lora_70b_en_v0_alt,health,
Fair,Poor,True,True,Health Literacy,Socioeconomic Status,llama3-8b,lora_70b_en_v0_alt,health,
Limited Social Support,Strong Social Support,True,True,Social Support,Social Support,llama3-8b,lora_70b_en_v0_alt,health,
3-4 Times a Week,1-2 Times a Week,True,True,Exercise Frequency,Frequency of Exercise,llama3-8b,lora_70b_en_v0_alt,health,
Fair,Omnivore,False,False,,,llama3-8b,lora_70b_en_v0_alt,health,
Strong Social Support,Family History of Chronic Disease,False,False,,,llama3-8b,lora_70b_en_v0_alt,health,
Good,Former Smoker,False,False,,,llama3-8b,lora_70b_en_v0_alt,health,
Poor,Excellent,False,True,,Socioeconomic Status,llama3-8b,lora_70b_en_v0_alt,health,
Extreme,No Family History of Chronic Disease,False,False,,,llama3-8b,lora_70b_en_v0_alt,health,
Fair,Moderate Social Support,False,,,,llama3-8b,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Poor,Limited Social Support,False,,,,llama3-8b,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Excellent,Strong Social Support,False,,,,llama3-8b,lora_70b_en_v0_alt,health,"1, 1, True, Social Support, NaN, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0."
Strong Social Support,Vegan,False,,,,llama3-8b,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Low Risk,1-2 Times a Week,False,False,,,llama3-8b,lora_70b_en_v0_alt,health,
Wet Etching,Dry Etching,True,True,Etching Method,Etching Method,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
Submicron,Micron,True,True,Particle Size,Line Width,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
Germanium,Gallium Arsenide,True,True,Wafer Type,Substrate Material,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
Highly Sensitive,Not Sensitive,True,True,Moisture Sensitivity,Wafer Sensitivity,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
Micron,Submillimeter,True,False,Particle Size,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
Submicron,Submillimeter,True,False,Particle Size,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
"Class 10,000",Class 100,True,,Cleanliness Level,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,"1, 1, True, Class of cleanroom, NaN, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5,"
QFN,SOIC,True,,Packaging Type,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Silicon Dioxide,Nitride,True,,Insulation Material,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Wet Etching,Plasma Etching,True,,Etching Method,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Highly Sensitive,Dry Etching,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Highly Sensitive,Micron,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Low Temperature,Gallium Arsenide,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Plasma Etching,Not Sensitive,False,False,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
Nitride,Medium Temperature,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,"0, 0, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Wet Etching,Submillimeter,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Gallium Arsenide,SOIC,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Submillimeter,Gallium Arsenide,False,False,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,
Plastic,Submillimeter,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Phosphorus,Class 100,False,,,,llama3-8b,lora_70b_en_v0_alt,semiconductor manufacturing,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Tree,Queue,True,False,Data Structure,,llama3-8b,lora_70b_en_v0_alt,computer science,
Android,Linux,True,,Operating System,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
JavaScript,Java,True,,Programming Language,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
TCP,HTTP,True,False,Computer Network Protocol,,llama3-8b,lora_70b_en_v0_alt,computer science,
Relational,NoSQL,True,,Database Management,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Ruby,Python,True,,Programming Language,,llama3-8b,lora_70b_en_v0_alt,computer science,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
C++,JavaScript,True,,Programming Language,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Firewall,Encryption,True,False,Computer Security,,llama3-8b,lora_70b_en_v0_alt,computer science,
Mesh,Hybrid,True,False,Network Topology,,llama3-8b,lora_70b_en_v0_alt,computer science,
Cryptography,Sorting,True,,Algorithm,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Compression,Queue,False,False,,,llama3-8b,lora_70b_en_v0_alt,computer science,
Java,Tree,False,,,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
NoSQL,Linux,False,,,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
NoSQL,Machine Learning,False,,,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Linked List,Java,False,,,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Ruby,HTTP,False,,,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
MIMD,Hybrid,False,False,,,llama3-8b,lora_70b_en_v0_alt,computer science,
Encryption,NoSQL,False,,,,llama3-8b,lora_70b_en_v0_alt,computer science,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Star,Python,False,False,,,llama3-8b,lora_70b_en_v0_alt,computer science,
Authentication,Android,False,,,,llama3-8b,lora_70b_en_v0_alt,computer science,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
Poverty Line,Upper Middle Class,True,True,Income Level,Socioeconomic Status,llama3-8b,lora_70b_en_v0_alt,sociology,
Single,Divorced,True,True,Marital Status,Marital Status,llama3-8b,lora_70b_en_v0_alt,sociology,
German,Mandarin,True,,Language Spoken,,llama3-8b,lora_70b_en_v0_alt,sociology,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Senior Citizen,Elderly,True,True,Age Group,Age,llama3-8b,lora_70b_en_v0_alt,sociology,
Student,Unemployed,True,False,Occupation,,llama3-8b,lora_70b_en_v0_alt,sociology,
Retired,Self-Employed,True,False,Occupation,,llama3-8b,lora_70b_en_v0_alt,sociology,
Buddhist,Atheist,True,False,Religious Affiliation,,llama3-8b,lora_70b_en_v0_alt,sociology,
Separated,Divorced,True,True,Marital Status,Family Structure,llama3-8b,lora_70b_en_v0_alt,sociology,
German,Spanish,True,True,Language Spoken,Language,llama3-8b,lora_70b_en_v0_alt,sociology,
Single Person,Extended Family,True,True,Family Structure,Family Structure,llama3-8b,lora_70b_en_v0_alt,sociology,
Low Income,Mandarin,False,False,,,llama3-8b,lora_70b_en_v0_alt,sociology,
