Text1,Text2,Same Causal Variable,Variable Name,model Name,domain
Selective,Avoidant,False,,llama3-8b,psychology
Pragmatic,Exploratory,False,,llama3-8b,psychology
Lowly Supportive,Intuitive,False,,llama3-8b,psychology
Problem-Focused,High,False,,llama3-8b,psychology
Problem-Focused,Episodic,False,,llama3-8b,psychology
Observational,Analytical,False,,llama3-8b,psychology
Highly Supportive,Conscientious,False,,llama3-8b,psychology
Lowly Supportive,Distractible,False,,llama3-8b,psychology
Medium Business Confidence,High Business Confidence,True,Business Confidence,llama3-8b,finance
Medium Interest Rate,High Interest Rate,True,Interest Rate,llama3-8b,finance
Low Unemployment,Medium Unemployment,True,Unemployment Rate,llama3-8b,finance
High Business Confidence,Low Business Confidence,True,Business Confidence,llama3-8b,finance
Medium Business Confidence,Low Business Confidence,True,Business Confidence,llama3-8b,finance
Volatile Market,Stable Market,True,Market Volatility,llama3-8b,finance
Moderate Growth,Slow Growth,True,Economic Growth,llama3-8b,finance
High Inflation,Low Inflation,True,Inflation Rate,llama3-8b,finance
Stable Currency,Strong Currency,True,Currency Exchange Rate,llama3-8b,finance
High Inflation,Moderate Inflation,True,Inflation Rate,llama3-8b,finance
Medium Unemployment,High Business Confidence,False,,llama3-8b,finance
Stable Currency,High Interest Rate,False,,llama3-8b,finance
High Consumer Confidence,Slow Growth,False,,llama3-8b,finance
Low Interest Rate,Low Inflation,False,,llama3-8b,finance
Low Government Spending,Moderate Growth,False,,llama3-8b,finance
Medium Tax Rate,Medium Unemployment,False,,llama3-8b,finance
Strong Currency,Low Business Confidence,False,,llama3-8b,finance
Medium Consumer Confidence,Low Business Confidence,False,,llama3-8b,finance
Medium Interest Rate,High Business Confidence,False,,llama3-8b,finance
Uncertain Market,High Consumer Confidence,False,,llama3-8b,finance
High,Moderate,True,Traffic Congestion,mixtral-8x7b-instruct,urban studies
Social Housing,Cooperative Housing,True,Housing Tenure,mixtral-8x7b-instruct,urban studies
Low,Moderate,True,Traffic Congestion,mixtral-8x7b-instruct,urban studies
No Public Transportation,Subway,True,Public Transportation Availability,mixtral-8x7b-instruct,urban studies
Bus Service,Light Rail,True,Public Transportation Availability,mixtral-8x7b-instruct,urban studies
Pedestrian Paths,Sidewalks,True,Pedestrian Infrastructure,mixtral-8x7b-instruct,urban studies
Low,No Traffic,True,Traffic Congestion,mixtral-8x7b-instruct,urban studies
Graffiti,No Visible Urban Decay,True,Urban Decay Indicators,mixtral-8x7b-instruct,urban studies
Community Center,None of the Above,True,Presence of Community Facilities,mixtral-8x7b-instruct,urban studies
Park,Community Center,True,Presence of Community Facilities,mixtral-8x7b-instruct,urban studies
No Pedestrian Infrastructure,Moderate,False,,mixtral-8x7b-instruct,urban studies
Library,Social Housing,False,,mixtral-8x7b-instruct,urban studies
High,Cooperative Housing,False,,mixtral-8x7b-instruct,urban studies
Library,Moderate,False,,mixtral-8x7b-instruct,urban studies
No Pedestrian Infrastructure,No Public Transportation,False,,mixtral-8x7b-instruct,urban studies
Moderate,Playground,False,,mixtral-8x7b-instruct,urban studies
Litter,Sidewalks,False,,mixtral-8x7b-instruct,urban studies
None of the Above,Subway,False,,mixtral-8x7b-instruct,urban studies
Graffiti,Light Rail,False,,mixtral-8x7b-instruct,urban studies
Social Housing,Sidewalks,False,,mixtral-8x7b-instruct,urban studies
Gravitational Force,Weak Nuclear Force,True,Type of Force,mixtral-8x7b-instruct,physics
Beta- Negative Radiation,Beta- Positive Radiation,True,Type of Radiation,mixtral-8x7b-instruct,physics
Weak Nuclear Force,Strong Nuclear Force,True,Type of Force,mixtral-8x7b-instruct,physics
Plasma,Liquid,True,State of Matter,mixtral-8x7b-instruct,physics
Gluon,W Boson,True,Boson Type,mixtral-8x7b-instruct,physics
Translational Symmetry,Charge Symmetry,True,Type of Symmetry,mixtral-8x7b-instruct,physics
Gravitational Force,Electromagnetic Force,True,Type of Force,mixtral-8x7b-instruct,physics
Photon,Z Boson,True,Boson Type,mixtral-8x7b-instruct,physics
Time,Height,True,Dimension of Space,mixtral-8x7b-instruct,physics
Beta- Positive Radiation,Gamma Radiation,True,Type of Radiation,mixtral-8x7b-instruct,physics
Gas,Weak Nuclear Force,False,,mixtral-8x7b-instruct,physics
Down Quark,Beta- Positive Radiation,False,,mixtral-8x7b-instruct,physics
Strange Quark,Strong Nuclear Force,False,,mixtral-8x7b-instruct,physics
Gamma Radiation,Liquid,False,,mixtral-8x7b-instruct,physics
Excited State,W Boson,False,,mixtral-8x7b-instruct,physics
Width,Charge Symmetry,False,,mixtral-8x7b-instruct,physics
Strong Nuclear Force,Tau,False,,mixtral-8x7b-instruct,physics
Liquid,Alpha Radiation,False,,mixtral-8x7b-instruct,physics
Electron,Gluon,False,,mixtral-8x7b-instruct,physics
Beta- Negative Radiation,Electromagnetic Force,False,,mixtral-8x7b-instruct,physics
Mediterranean diet,Vegetarian,True,Dietary habits,mixtral-8x7b-instruct,health
Moderate drinker,Abstainer,True,Alcohol consumption,mixtral-8x7b-instruct,health
Current smoker,Never smoked,True,Smoking status,mixtral-8x7b-instruct,health
Diabetes,Respiratory disease,True,Chronic disease condition,mixtral-8x7b-instruct,health
Heavy drinker,Moderate drinker,True,Alcohol consumption,mixtral-8x7b-instruct,health
Low stress,High stress,True,Stress levels,mixtral-8x7b-instruct,health
History of cancer,History of cardiovascular disease,True,Family medical history,mixtral-8x7b-instruct,health
1-2 times a week,3-4 times a week,True,Exercise frequency,mixtral-8x7b-instruct,health
Respiratory medication,Psychiatric medication,True,Medication usage,mixtral-8x7b-instruct,health
Heavy drinker,Abstainer,True,Alcohol consumption,mixtral-8x7b-instruct,health
Pain medication,Vegetarian,False,,mixtral-8x7b-instruct,health
Depression,Abstainer,False,,mixtral-8x7b-instruct,health
Mediterranean diet,Never smoked,False,,mixtral-8x7b-instruct,health
Neurological disease,1-2 times a week,False,,mixtral-8x7b-instruct,health
Former smoker,Respiratory disease,False,,mixtral-8x7b-instruct,health
Pain medication,Moderate drinker,False,,mixtral-8x7b-instruct,health
Depression,High stress,False,,mixtral-8x7b-instruct,health
History of neurological disease,1-2 times a week,False,,mixtral-8x7b-instruct,health
No mental health issues,History of cardiovascular disease,False,,mixtral-8x7b-instruct,health
Anxiety disorder,Never smoked,False,,mixtral-8x7b-instruct,health
Class 1,Class 100,True,Impurity Level,mixtral-8x7b-instruct,semiconductor manufacturing
10 nm,22 nm,True,Fabrication Process Node,mixtral-8x7b-instruct,semiconductor manufacturing
High,Medium,True,Yield Rate,mixtral-8x7b-instruct,semiconductor manufacturing
Class 1000,Class 10,True,Impurity Level,mixtral-8x7b-instruct,semiconductor manufacturing
Silicon Dioxide,Silicon Nitride,True,Insulation Material,mixtral-8x7b-instruct,semiconductor manufacturing
Low,High,True,Defect Density,mixtral-8x7b-instruct,semiconductor manufacturing
7 nm,14 nm,True,Fabrication Process Node,mixtral-8x7b-instruct,semiconductor manufacturing
10 nm,14 nm,True,Fabrication Process Node,mixtral-8x7b-instruct,semiconductor manufacturing
High,Medium,True,Doping Concentration,mixtral-8x7b-instruct,semiconductor manufacturing
Phosphorus,Antimony,True,Doping Material,mixtral-8x7b-instruct,semiconductor manufacturing
Dry Etching,Antimony,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Arsenic,Class 100,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Phosphorus,Nanowire,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Class 1000,22 nm,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Class 1,Medium,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Extra High,Medium,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Low,Class 10,False,,mixtral-8x7b-instruct,semiconductor manufacturing
SOI,Silicon Nitride,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Low,14 nm,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Nanowire,High,False,,mixtral-8x7b-instruct,semiconductor manufacturing
Ruby,JavaScript,True,Programming Language,mixtral-8x7b-instruct,computer science
PostgreSQL,Cassandra,True,Database Management System,mixtral-8x7b-instruct,computer science
MariaDB,Cassandra,True,Database Management System,mixtral-8x7b-instruct,computer science
C++,JavaScript,True,Programming Language,mixtral-8x7b-instruct,computer science
Backbone.js,Ember.js,True,Web Application Framework,mixtral-8x7b-instruct,computer science
Pandas,Scikit-learn,True,Data Science Library,mixtral-8x7b-instruct,computer science
NetBeans,PyCharm,True,Integrated Development Environment,mixtral-8x7b-instruct,computer science
Laravel,Ember.js,True,Web Application Framework,mixtral-8x7b-instruct,computer science
NetBeans,IntelliJ IDEA,True,Integrated Development Environment,mixtral-8x7b-instruct,computer science
MacOS,iOS,True,Operating System,mixtral-8x7b-instruct,computer science
NumPy,Cassandra,False,,mixtral-8x7b-instruct,computer science
MacOS,Cassandra,False,,mixtral-8x7b-instruct,computer science
Unix,JavaScript,False,,mixtral-8x7b-instruct,computer science
Mercurial,Ember.js,False,,mixtral-8x7b-instruct,computer science
Subversion,Theano,False,,mixtral-8x7b-instruct,computer science
Gluon,Scikit-learn,False,,mixtral-8x7b-instruct,computer science
Cain and Abel,PyCharm,False,,mixtral-8x7b-instruct,computer science
Android,Ember.js,False,,mixtral-8x7b-instruct,computer science
Metasploit,IntelliJ IDEA,False,,mixtral-8x7b-instruct,computer science
MySQL,iOS,False,,mixtral-8x7b-instruct,computer science
Doctoral Degree,Master's Degree,True,Educational Attainment,mixtral-8x7b-instruct,sociology
Pension,Employment,True,Income Source,mixtral-8x7b-instruct,sociology
Personal Vehicle,Walking,True,Transportation,mixtral-8x7b-instruct,sociology
Dogs,No Pets,True,Pet Ownership,mixtral-8x7b-instruct,sociology
Personal Vehicle,Public Transportation,True,Transportation,mixtral-8x7b-instruct,sociology
Detached House,Apartment,True,Housing Type,mixtral-8x7b-instruct,sociology
Married,Single,True,Marital Status,mixtral-8x7b-instruct,sociology
No Education,College Graduate,True,Highest Level of Education in Household,mixtral-8x7b-instruct,sociology
Some College,High School Graduate,True,Highest Level of Education in Household,mixtral-8x7b-instruct,sociology
Never,Daily,True,Frequency of Exercise,mixtral-8x7b-instruct,sociology
Some College,Master's Degree,False,,mixtral-8x7b-instruct,sociology
Some High School,Walking,False,,mixtral-8x7b-instruct,sociology
One Child,No Pets,False,,mixtral-8x7b-instruct,sociology
2-3 times a week,No Education,False,,mixtral-8x7b-instruct,sociology
Master's Degree,Public Transportation,False,,mixtral-8x7b-instruct,sociology
Retail Salesperson,Apartment,False,,mixtral-8x7b-instruct,sociology
Manual Laborer,Single,False,,mixtral-8x7b-instruct,sociology
Birds,College Graduate,False,,mixtral-8x7b-instruct,sociology
College Graduate,2-3 times a week,False,,mixtral-8x7b-instruct,sociology
Associate's Degree,High School Graduate,False,,mixtral-8x7b-instruct,sociology
External locus of control,Internal locus of control,True,Type of Locus of Control,mixtral-8x7b-instruct,psychology
Decision-making and problem-solving,Information processing,True,Level of Resilience,mixtral-8x7b-instruct,psychology
Sociable,Outgoing,True,Level of Extraversion,mixtral-8x7b-instruct,psychology
Assertive,Energetic,True,Level of Extraversion,mixtral-8x7b-instruct,psychology
Self-regulation,Self-awareness,True,Level of Emotional Intelligence,mixtral-8x7b-instruct,psychology
Visual learner,Auditory learner,True,Type of Learning Style,mixtral-8x7b-instruct,psychology
Empathy,Self-awareness,True,Level of Emotional Intelligence,mixtral-8x7b-instruct,psychology
Low self-esteem,High self-esteem,True,Level of Self-Esteem,mixtral-8x7b-instruct,psychology
High self-esteem,Average self-esteem,True,Level of Self-Esteem,mixtral-8x7b-instruct,psychology
Self-awareness,Relationship management,True,Level of Emotional Intelligence,mixtral-8x7b-instruct,psychology
Sociable,Internal locus of control,False,,mixtral-8x7b-instruct,psychology
Low self-esteem,Information processing,False,,mixtral-8x7b-instruct,psychology
Extrinsic motivation,Outgoing,False,,mixtral-8x7b-instruct,psychology
Self-regulation,Energetic,False,,mixtral-8x7b-instruct,psychology
External locus of control,Auditory learner,False,,mixtral-8x7b-instruct,psychology
Spatial thinking,Self-awareness,False,,mixtral-8x7b-instruct,psychology
Outgoing,High self-esteem,False,,mixtral-8x7b-instruct,psychology
Reading/Writing learner,Average self-esteem,False,,mixtral-8x7b-instruct,psychology
Holistic thinking,Preferring excitement,False,,mixtral-8x7b-instruct,psychology
Reading/Writing learner,Relationship management,False,,mixtral-8x7b-instruct,psychology
High Employee Turnover,Stable Employee Turnover,True,Employee Turnover Rate,mixtral-8x7b-instruct,finance
Emerging Brand,Unknown Brand,True,Brand Recognition,mixtral-8x7b-instruct,finance
Medium Debt to Equity,No Debt,True,Debt to Equity Ratio,mixtral-8x7b-instruct,finance
Low Market Share,Dominant Market Share,True,Market Share,mixtral-8x7b-instruct,finance
Diverse Product Lines,Single Product Line,True,Number of Product Lines,mixtral-8x7b-instruct,finance
Iconic Brand,Emerging Brand,True,Brand Recognition,mixtral-8x7b-instruct,finance
Non-Compliant,Industry Leader in Compliance,True,Regulatory Compliance,mixtral-8x7b-instruct,finance
Low Investment,High Investment,True,Research and Development Investment,mixtral-8x7b-instruct,finance
Partially Compliant,Fully Compliant,True,Regulatory Compliance,mixtral-8x7b-instruct,finance
Very High Employee Turnover,Stable Employee Turnover,True,Employee Turnover Rate,mixtral-8x7b-instruct,finance
Break Even,Steady Market Share,False,,mixtral-8x7b-instruct,finance
Unknown Brand,Stable Employee Turnover,False,,mixtral-8x7b-instruct,finance
Highly Profitable,Dominant Market Share,False,,mixtral-8x7b-instruct,finance
Low Investment,No Debt,False,,mixtral-8x7b-instruct,finance
No Product Lines,Dominant Market Share,False,,mixtral-8x7b-instruct,finance
Increasing Market Share,Positive Revenue Growth,False,,mixtral-8x7b-instruct,finance
Medium Investment,Industry Leader in Compliance,False,,mixtral-8x7b-instruct,finance
Highly Profitable,Single Product Line,False,,mixtral-8x7b-instruct,finance
Dominant Market Share,High Cash Reserves,False,,mixtral-8x7b-instruct,finance
Low Employee Turnover,Emerging Brand,False,,mixtral-8x7b-instruct,finance
Limited and Inefficient,Extensive and Efficient,True,Public Transport System: The availability and efficiency of public transportation in a city.,mistral-7b-instruct,urban studies
Rural Population Majority,Urban Population Majority,True,Urbanization Rate: The percentage of a population living in urban areas.,mistral-7b-instruct,urban studies
Unaffordable,Affordable,True,Housing Affordability: The proportion of income required to purchase or rent a home.,mistral-7b-instruct,urban studies
Very High,Very Low,True,Crime Rate: The frequency of reported crimes in a city.,mistral-7b-instruct,urban studies
High,Low,True,Social Cohesion: The degree of unity and harmony among different social groups in a city.,mistral-7b-instruct,urban studies
Excellent,Poor,True,Education System: The quality and accessibility of educational institutions in a city.,mistral-7b-instruct,urban studies
Scarce and Inaccessible,Abundant and Accessible,True,Green Spaces: The amount and accessibility of parks and other natural areas within a city.,mistral-7b-instruct,urban studies
Poorly-Maintained and Limited,Well-Maintained and Accessible,True,"Infrastructure: The condition and availability of essential services and facilities such as water, electricity, and sanitation.",mistral-7b-instruct,urban studies
Abundant and Diverse,Limited and Narrow,True,Employment Opportunities: The availability and diversity of job opportunities in a city.,mistral-7b-instruct,urban studies
Excellent,Poor,True,"Air Quality: The level of pollutants in the air, affecting the health and comfort of city residents.",mistral-7b-instruct,urban studies
Scarce and Inaccessible,Extensive and Efficient,False,,mistral-7b-instruct,urban studies
Poor,Urban Population Majority,False,,mistral-7b-instruct,urban studies
Well-Maintained and Accessible,Rural Population Majority,False,,mistral-7b-instruct,urban studies
Limited and Narrow,Affordable,False,,mistral-7b-instruct,urban studies
Low,Poorly-Maintained and Limited,False,,mistral-7b-instruct,urban studies
Limited and Narrow,Extensive and Efficient,False,,mistral-7b-instruct,urban studies
Scarce and Inaccessible,Rural Population Majority,False,,mistral-7b-instruct,urban studies
Abundant and Accessible,Affordable,False,,mistral-7b-instruct,urban studies
Scarce and Inaccessible,Unaffordable,False,,mistral-7b-instruct,urban studies
Abundant and Accessible,Very Low,False,,mistral-7b-instruct,urban studies
Surface wave (water waves),Electromagnetic wave (radio waves),True,The property of a wave that determines the amount of energy it transports per unit area.,mistral-7b-instruct,physics
Audible frequency wave (music),High frequency wave (X-rays),True,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,physics
Plastic material (clay),Elastic material (rubber band),True,The property of a material that determines how easily it can be deformed or compressed.,mistral-7b-instruct,physics
White body (snow),Emissive body (hot iron),True,The property of a material that determines its ability to emit energy.,mistral-7b-instruct,physics
Transmitter (glass),Reflector (mirror),True,The property of a material that determines its ability to absorb energy.,mistral-7b-instruct,physics
Low frequency wave (radio waves),Infrasound wave (earthquakes),True,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,physics
Infrasound wave (earthquakes),High frequency wave (X-rays),True,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,physics
Gravitational force (Earth's pull),Nuclear force (atomic bonding),True,The force that causes an object to move or stay at rest. It can be described as a push or a pull.,mistral-7b-instruct,physics
White body (snow),Black body (coal),True,The property of a material that determines its ability to emit energy.,mistral-7b-instruct,physics
Brittle material (glass),Plastic material (clay),True,The property of a material that determines how easily it can be deformed or compressed.,mistral-7b-instruct,physics
Audible frequency wave (music),Electromagnetic wave (radio waves),False,,mistral-7b-instruct,physics
Tensile material (wire),High frequency wave (X-rays),False,,mistral-7b-instruct,physics
Electromagnetic force (magnetism),Elastic material (rubber band),False,,mistral-7b-instruct,physics
Gravitational force (Earth's pull),Emissive body (hot iron),False,,mistral-7b-instruct,physics
Poor thermal conductor (wood),Electromagnetic wave (radio waves),False,,mistral-7b-instruct,physics
Emissive body (hot iron),Reflector (mirror),False,,mistral-7b-instruct,physics
Emissive body (hot iron),Infrasound wave (earthquakes),False,,mistral-7b-instruct,physics
Absorber (charcoal),High frequency wave (X-rays),False,,mistral-7b-instruct,physics
Transverse wave (light),Black body (coal),False,,mistral-7b-instruct,physics
Solid state (ice),Poor thermal conductor (wood),False,,mistral-7b-instruct,physics
Current smoker,Non-smoker,True,Smoking Status,mistral-7b-instruct,health
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)","Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",True,Alcohol Consumption,mistral-7b-instruct,health
High Environmental Exposure (significant exposure to pollutants),Low Environmental Exposure (minimal exposure to pollutants),True,Environmental Exposure,mistral-7b-instruct,health
"Regular Exercise (30 minutes or more per day, five days a week)",Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),True,Physical Activity Level,mistral-7b-instruct,health
Moderate Stress (moderate stress levels),Low Stress (manageable stress levels),True,Stress Level,mistral-7b-instruct,health
"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",True,Dietary Pattern,mistral-7b-instruct,health
Mild Genetic Predisposition,Significant Genetic Predisposition,True,Genetic Predisposition,mistral-7b-instruct,health
No Known Genetic Conditions,Mild Genetic Predisposition,True,Genetic Predisposition,mistral-7b-instruct,health
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)",Non-drinker,True,Alcohol Consumption,mistral-7b-instruct,health
Non-smoker,Former smoker,True,Smoking Status,mistral-7b-instruct,health
Low Environmental Exposure (minimal exposure to pollutants),Non-smoker,False,,mistral-7b-instruct,health
High Environmental Exposure (significant exposure to pollutants),"Regular Exercise (30 minutes or more per day, five days a week)",False,,mistral-7b-instruct,health
Good Sleep (7-9 hours of uninterrupted sleep per night),"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",False,,mistral-7b-instruct,health
Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),Mild Mental Health Concerns (mild anxiety or depression),False,,mistral-7b-instruct,health
Mixed Diet,Low Environmental Exposure (minimal exposure to pollutants),False,,mistral-7b-instruct,health
No Known Genetic Conditions,Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),False,,mistral-7b-instruct,health
Good Sleep (7-9 hours of uninterrupted sleep per night),Low Stress (manageable stress levels),False,,mistral-7b-instruct,health
"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",False,,mistral-7b-instruct,health
Current smoker,Significant Genetic Predisposition,False,,mistral-7b-instruct,health
Good Sleep (7-9 hours of uninterrupted sleep per night),"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)",False,,mistral-7b-instruct,health
Wet Oxidation,Dry Oxidation,True,"The type of oxidation used to create a thin layer of silicon dioxide on the semiconductor wafer, such as Wet Oxidation or Dry Oxidation.",mistral-7b-instruct,semiconductor manufacturing
Imprint Lithography,Extreme Ultraviolet Lithography,True,"The type of lithography used to create the patterns on the semiconductor wafer, such as Extreme Ultraviolet Lithography or Imprint Lithography.",mistral-7b-instruct,semiconductor manufacturing
Gallium Nitride Material,Gallium Arsenide Material,True,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",mistral-7b-instruct,semiconductor manufacturing
Planar Design,FinFET Design,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",mistral-7b-instruct,semiconductor manufacturing
Physical Vapor Deposition,Chemical Vapor Deposition,True,"The type of deposition used to add material to the semiconductor wafer, such as Chemical Vapor Deposition or Physical Vapor Deposition.",mistral-7b-instruct,semiconductor manufacturing
Wet Etching,Dry Etching,True,"The type of etching used to remove unwanted material from the semiconductor wafer, such as Wet Etching or Dry Etching.",mistral-7b-instruct,semiconductor manufacturing
SOI Design,FinFET Design,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",mistral-7b-instruct,semiconductor manufacturing
Planar Design,SOI Design,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",mistral-7b-instruct,semiconductor manufacturing
Silicon Material,Gallium Nitride Material,True,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",mistral-7b-instruct,semiconductor manufacturing
Wafer-Level Process,Bulk Silicon Process,True,"The process used to create the semiconductor wafer, such as Bulk Silicon Process or Wafer-Level Process.",mistral-7b-instruct,semiconductor manufacturing
Extreme Ultraviolet Lithography,Parametric Testing,False,,mistral-7b-instruct,semiconductor manufacturing
RCA Cleaning,Dry Oxidation,False,,mistral-7b-instruct,semiconductor manufacturing
Functional Testing,Extreme Ultraviolet Lithography,False,,mistral-7b-instruct,semiconductor manufacturing
Phosphorus Doping,Functional Testing,False,,mistral-7b-instruct,semiconductor manufacturing
Physical Vapor Deposition,Gallium Arsenide Material,False,,mistral-7b-instruct,semiconductor manufacturing
Piranha Cleaning,FinFET Design,False,,mistral-7b-instruct,semiconductor manufacturing
Silicon Material,Wet Etching,False,,mistral-7b-instruct,semiconductor manufacturing
Piranha Cleaning,Chemical Vapor Deposition,False,,mistral-7b-instruct,semiconductor manufacturing
Extreme Ultraviolet Lithography,Chemical Vapor Deposition,False,,mistral-7b-instruct,semiconductor manufacturing
Parametric Testing,Wet Oxidation,False,,mistral-7b-instruct,semiconductor manufacturing
Central Processing Unit (CPU): The brain of the computer,Random Access Memory (RAM): Temporary data storage,True,Hardware Component: A physical part of a computer system.,mistral-7b-instruct,computer science
"Python: High-level, interpreted language","Java: Object-oriented, platform-independent language",True,Programming Language: A formal language designed for expressing instructions to a computer.,mistral-7b-instruct,computer science
Bus Topology: All nodes connected to a single communication line,Mesh Topology: Each node connected to multiple other nodes,True,Network Topology: The arrangement of various elements (nodes and connecting lines) in a computer network.,mistral-7b-instruct,computer science
"Python: High-level, interpreted language","C++: Object-oriented, compiled language",True,Programming Language: A formal language designed for expressing instructions to a computer.,mistral-7b-instruct,computer science
DevOps: Continuous delivery and collaboration between development and operations teams,Agile Methodology: Iterative and incremental development,True,Software Development Methodology: A systematic approach to developing high-quality software.,mistral-7b-instruct,computer science
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,Harvard Architecture: Separate memory for data and instructions,True,Computer Architecture: The design of a computer system.,mistral-7b-instruct,computer science
Queue: A First-In-First-Out (FIFO) data structure,Stack: A Last-In-First-Out (LIFO) data structure,True,"Data Structure: A specialized format for organizing, storing, and retrieving data.",mistral-7b-instruct,computer science
macOS,Microsoft Windows,True,Operating System: Software that manages computer hardware and software resources.,mistral-7b-instruct,computer science
Third Normal Form (3NF),Second Normal Form (2NF),True,Database Normalization Form: A process to eliminate redundant data and dependencies among the tables in a database.,mistral-7b-instruct,computer science
macOS,Linux,True,Operating System: Software that manages computer hardware and software resources.,mistral-7b-instruct,computer science
Queue: A First-In-First-Out (FIFO) data structure,Random Access Memory (RAM): Temporary data storage,False,,mistral-7b-instruct,computer science
Microsoft Windows,"Java: Object-oriented, platform-independent language",False,,mistral-7b-instruct,computer science
"Object-Oriented Programming: Java, C++, Python",First Normal Form (1NF),False,,mistral-7b-instruct,computer science
Microsoft Windows,Mesh Topology: Each node connected to multiple other nodes,False,,mistral-7b-instruct,computer science
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,"C++: Object-oriented, compiled language",False,,mistral-7b-instruct,computer science
Waterfall Model: Linear sequential development,Microsoft Windows,False,,mistral-7b-instruct,computer science
"Python: High-level, interpreted language",Harvard Architecture: Separate memory for data and instructions,False,,mistral-7b-instruct,computer science
Bus Topology: All nodes connected to a single communication line,macOS,False,,mistral-7b-instruct,computer science
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,Microsoft Windows,False,,mistral-7b-instruct,computer science
Linux,Harvard Architecture: Separate memory for data and instructions,False,,mistral-7b-instruct,computer science
Intergenerational Mobility: The mobility of individuals from one generation to the next.,Horizontal Mobility: The movement of individuals or groups within the same social class.,True,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,mistral-7b-instruct,sociology
Friendship Network: The group of individuals with whom one has a close personal relationship.,Family Network: The group of individuals related by blood or marriage.,True,Social Networks: The set of social relationships among individuals or groups.,mistral-7b-instruct,sociology
"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.","Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",True,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",mistral-7b-instruct,sociology
Religion: A social institution that provides a system of beliefs and practices related to the supernatural.,Education: A social institution that transmits knowledge and skills from one generation to the next.,True,Social Institutions: Enduring social structures that perform specific functions in a society.,mistral-7b-instruct,sociology
Vertical Mobility: The movement of individuals or groups between different social classes.,Horizontal Mobility: The movement of individuals or groups within the same social class.,True,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,mistral-7b-instruct,sociology
Intergenerational Mobility: The mobility of individuals from one generation to the next.,Vertical Mobility: The movement of individuals or groups between different social classes.,True,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,mistral-7b-instruct,sociology
"Informal Socialization: Learning that occurs in unstructured settings, such as families and peer groups.","Formal Socialization: Learning that occurs in structured settings, such as schools and workplaces.",True,"Socialization: The process by which individuals learn the norms, values, and behaviors of a society or group.",mistral-7b-instruct,sociology
Material Culture: The physical objects and artifacts that reflect a culture.,"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.",True,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",mistral-7b-instruct,sociology
Material Culture: The physical objects and artifacts that reflect a culture.,"Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",True,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",mistral-7b-instruct,sociology
Structural Change: Change that affects the underlying structures of a society.,"Cultural Change: Change that affects the values, beliefs, and practices of a society.",True,"Social Change: The modification of social structures, institutions, and norms over time.",mistral-7b-instruct,sociology
"Formal Socialization: Learning that occurs in structured settings, such as schools and workplaces.",Horizontal Mobility: The movement of individuals or groups within the same social class.,False,,mistral-7b-instruct,sociology
