Value,Variable definition,Interaction Value,model Name,domain,text1_text2_cos_sim_text-embedding-3-large
prenatal yoga classes,"['Healthcare intervention', 'Psychological condition management']",False,gpt-4-turbo,health,0.157
allergy immunotherapy,"['Preventive healthcare', 'Target demographic']",False,gpt-4-turbo,health,0.2
smoking cessation counseling,"['Diagnostic procedure', 'Health condition monitored']",False,gpt-4-turbo,health,0.167
prenatal yoga classes,"['Preventive healthcare', 'Target demographic']",False,gpt-4-turbo,health,0.224
Copper dual damascene process,"['Interconnect fabrication method', 'Conductive material used']",True,gpt-4-turbo,semiconductor manufacturing,0.485
Silicon nitride deposition,"['Deposition material', 'Deposition technique']",True,gpt-4-turbo,semiconductor manufacturing,0.366
Rapid thermal oxidation,"['Oxidation method', 'Process speed']",True,gpt-4-turbo,semiconductor manufacturing,0.462
Deep ultraviolet stepper,"['Lithography equipment', 'Light wavelength']",True,gpt-4-turbo,semiconductor manufacturing,0.463
Silicon wafer backgrinding,"['Wafer processing step', 'Material type']",True,gpt-4-turbo,semiconductor manufacturing,0.488
Argon plasma etching,"['Etching technique', 'Plasma gas type']",True,gpt-4-turbo,semiconductor manufacturing,0.617
High-k dielectric layer formation,"['Dielectric property', 'Layer processing step']",True,gpt-4-turbo,semiconductor manufacturing,0.517
High-temperature annealing,"['Thermal processing technique', 'Process temperature range']",True,gpt-4-turbo,semiconductor manufacturing,0.462
Ultraviolet photolithography exposure,"['Lithography technique', 'Light source type']",True,gpt-4-turbo,semiconductor manufacturing,0.467
Low-pressure chemical vapor deposition,"['Deposition method', 'Ambient pressure condition']",True,gpt-4-turbo,semiconductor manufacturing,0.429
Silicon nitride deposition,"['Etching technique', 'Plasma gas type']",False,gpt-4-turbo,semiconductor manufacturing,0.321
Rapid thermal oxidation,"['Lithography technique', 'Light source type']",False,gpt-4-turbo,semiconductor manufacturing,0.213
Deep ultraviolet stepper,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing,0.205
Silicon wafer backgrinding,"['Oxidation method', 'Process speed']",False,gpt-4-turbo,semiconductor manufacturing,0.153
Silicon nitride deposition,"['Interconnect fabrication method', 'Conductive material used']",False,gpt-4-turbo,semiconductor manufacturing,0.311
Argon plasma etching,"['Wafer processing step', 'Material type']",False,gpt-4-turbo,semiconductor manufacturing,0.344
High-k dielectric layer formation,"['Oxidation method', 'Process speed']",False,gpt-4-turbo,semiconductor manufacturing,0.164
High-temperature annealing,"['Lithography technique', 'Light source type']",False,gpt-4-turbo,semiconductor manufacturing,0.195
Silicon wafer backgrinding,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing,0.186
Ultraviolet photolithography exposure,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing,0.217
Biometric authentication system,"['Authentication Method', 'System Security']",True,gpt-4-turbo,computer science,0.467
Open-source software development,"['Software Licensing', 'Development Model']",True,gpt-4-turbo,computer science,0.509
Voice-controlled user interface,"['User Interface Type', 'Control Mechanism']",True,gpt-4-turbo,computer science,0.481
Real-time user analytics,"['Data Analysis Timing', 'Data Application']",True,gpt-4-turbo,computer science,0.356
Distributed ledger technology,"['Data Management Technology', 'System Architecture']",True,gpt-4-turbo,computer science,0.334
Multi-threaded processing,"['Concurrency Model', 'Processing Type']",True,gpt-4-turbo,computer science,0.544
Cloud-based data storage,"['Data Storage Type', 'Data Accessibility']",True,gpt-4-turbo,computer science,0.445
End-to-end encryption,"['Security Feature', 'Encryption Scope']",True,gpt-4-turbo,computer science,0.436
Automated system backups,"['Backup Type', 'Automation Level']",True,gpt-4-turbo,computer science,0.544
Machine learning-based fraud detection,"['Application of Machine Learning', 'Type of Machine Learning']",True,gpt-4-turbo,computer science,0.424
Biometric authentication system,"['Backup Type', 'Automation Level']",False,gpt-4-turbo,computer science,0.163
Open-source software development,"['Security Feature', 'Encryption Scope']",False,gpt-4-turbo,computer science,0.144
Voice-controlled user interface,"['Data Storage Type', 'Data Accessibility']",False,gpt-4-turbo,computer science,0.205
Voice-controlled user interface,"['Data Analysis Timing', 'Data Application']",False,gpt-4-turbo,computer science,0.145
Voice-controlled user interface,"['Software Licensing', 'Development Model']",False,gpt-4-turbo,computer science,0.205
Real-time user analytics,"['Backup Type', 'Automation Level']",False,gpt-4-turbo,computer science,0.139
Real-time user analytics,"['Application of Machine Learning', 'Type of Machine Learning']",False,gpt-4-turbo,computer science,0.153
Open-source software development,"['Application of Machine Learning', 'Type of Machine Learning']",False,gpt-4-turbo,computer science,0.118
Voice-controlled user interface,"['Security Feature', 'Encryption Scope']",False,gpt-4-turbo,computer science,0.154
Biometric authentication system,"['User Interface Type', 'Control Mechanism']",False,gpt-4-turbo,computer science,0.206
civic participation,"['Political Processes', 'Community Development', 'Social Cohesion']",True,gpt-4-turbo,sociology,0.355
urban gentrification,"['Urban Development', 'Economic Impact', 'Social Stratification']",True,gpt-4-turbo,sociology,0.425
intergenerational living,"['Family Dynamics', 'Social Support', 'Housing Economics']",True,gpt-4-turbo,sociology,0.321
workplace diversity,"['Corporate Culture', 'Social Equality', 'Economic Performance']",True,gpt-4-turbo,sociology,0.332
global migration,"['Demographic Changes', 'Labor Markets', 'Cultural Exchange']",True,gpt-4-turbo,sociology,0.371
sustainable urban planning,"['Environmental Conservation', 'Urban Infrastructure', 'Quality of Life']",True,gpt-4-turbo,sociology,0.41
economic recession,"['Economic Stability', 'Employment Rates', 'Consumer Behavior']",True,gpt-4-turbo,sociology,0.369
online education,"['Educational Methods', 'Technology Utilization', 'Access to Education']",True,gpt-4-turbo,sociology,0.367
public health campaigns,"['Health Education', 'Community Engagement', 'Government Policy']",True,gpt-4-turbo,sociology,0.444
social media activism,"['Political Engagement', 'Social Movements', 'Communication Technology']",True,gpt-4-turbo,sociology,0.403
civic participation,"['Educational Methods', 'Technology Utilization', 'Access to Education']",False,gpt-4-turbo,sociology,0.185
urban gentrification,"['Environmental Conservation', 'Urban Infrastructure', 'Quality of Life']",False,gpt-4-turbo,sociology,0.313
intergenerational living,"['Corporate Culture', 'Social Equality', 'Economic Performance']",False,gpt-4-turbo,sociology,0.114
intergenerational living,"['Political Engagement', 'Social Movements', 'Communication Technology']",False,gpt-4-turbo,sociology,0.138
workplace diversity,"['Environmental Conservation', 'Urban Infrastructure', 'Quality of Life']",False,gpt-4-turbo,sociology,0.146
global migration,"['Health Education', 'Community Engagement', 'Government Policy']",False,gpt-4-turbo,sociology,0.118
global migration,"['Political Processes', 'Community Development', 'Social Cohesion']",False,gpt-4-turbo,sociology,0.181
sustainable urban planning,"['Health Education', 'Community Engagement', 'Government Policy']",False,gpt-4-turbo,sociology,0.21
urban gentrification,"['Political Processes', 'Community Development', 'Social Cohesion']",False,gpt-4-turbo,sociology,0.245
intergenerational living,"['Educational Methods', 'Technology Utilization', 'Access to Education']",False,gpt-4-turbo,sociology,0.093
emotional support animal,"['Coping Mechanisms', 'Emotional Support']",True,gpt-4-turbo,psychology,0.407
romantic relationship conflicts,"['Relationship Type', 'Conflict Resolution']",True,gpt-4-turbo,psychology,0.431
academic performance anxiety,"['Anxiety Type', 'Educational Context']",True,gpt-4-turbo,psychology,0.519
family therapy session,"['Therapy Type', 'Social Support']",True,gpt-4-turbo,psychology,0.356
mindfulness meditation practice,"['Coping Mechanisms', 'Mental Health Improvement']",True,gpt-4-turbo,psychology,0.286
stress-induced insomnia,"['Psychological Stress', 'Sleep Quality']",True,gpt-4-turbo,psychology,0.472
peer group discussions,"['Social Interaction', 'Communication Style']",True,gpt-4-turbo,psychology,0.268
public speaking anxiety,"['Anxiety Type', 'Social Situations']",True,gpt-4-turbo,psychology,0.362
cognitive behavioral therapy session,"['Therapy Type', 'Treatment Approach']",True,gpt-4-turbo,psychology,0.362
group therapy dynamics,"['Therapy Type', 'Social Dynamics']",True,gpt-4-turbo,psychology,0.508
emotional support animal,"['Social Interaction', 'Communication Style']",False,gpt-4-turbo,psychology,0.167
romantic relationship conflicts,"['Psychological Stress', 'Sleep Quality']",False,gpt-4-turbo,psychology,0.188
romantic relationship conflicts,"['Coping Mechanisms', 'Emotional Support']",False,gpt-4-turbo,psychology,0.201
academic performance anxiety,"['Anxiety Type', 'Social Situations']",False,gpt-4-turbo,psychology,0.375
academic performance anxiety,"['Psychological Stress', 'Sleep Quality']",False,gpt-4-turbo,psychology,0.315
family therapy session,"['Relationship Type', 'Conflict Resolution']",False,gpt-4-turbo,psychology,0.202
mindfulness meditation practice,"['Coping Mechanisms', 'Emotional Support']",False,gpt-4-turbo,psychology,0.241
stress-induced insomnia,"['Coping Mechanisms', 'Mental Health Improvement']",False,gpt-4-turbo,psychology,0.262
peer group discussions,"['Coping Mechanisms', 'Emotional Support']",False,gpt-4-turbo,psychology,0.181
mindfulness meditation practice,"['Social Interaction', 'Communication Style']",False,gpt-4-turbo,psychology,0.138
Implementation of new financial regulations,"['Regulatory Environment', 'Market Condition']",True,gpt-4-turbo,finance,0.326
Credit rating downgrade for a major corporation,"['Credit Analysis', 'Investment Risk']",True,gpt-4-turbo,finance,0.346
Launch of government-backed investment bonds,"['Government Policy', 'Investment Opportunity']",True,gpt-4-turbo,finance,0.446
Global economic slowdown,"['Economic Condition', 'Market Sentiment']",True,gpt-4-turbo,finance,0.361
Federal Reserve interest rate hike,"['Monetary Policy', 'Economic Indicator']",True,gpt-4-turbo,finance,0.302
Increase in consumer spending,"['Economic Activity', 'Market Health']",True,gpt-4-turbo,finance,0.286
Merger between two major banks,"['Corporate Action', 'Market Dynamics']",True,gpt-4-turbo,finance,0.297
Introduction of a new cryptocurrency,"['Financial Innovation', 'Market Expansion']",True,gpt-4-turbo,finance,0.277
Release of quarterly financial results,"['Corporate Event', 'Market Indicator']",True,gpt-4-turbo,finance,0.297
Surge in commodity prices,"['Market Trend', 'Economic Impact']",True,gpt-4-turbo,finance,0.312
Implementation of new financial regulations,"['Economic Activity', 'Market Health']",False,gpt-4-turbo,finance,0.21
Launch of government-backed investment bonds,"['Economic Activity', 'Market Health']",False,gpt-4-turbo,finance,0.199
Global economic slowdown,"['Credit Analysis', 'Investment Risk']",False,gpt-4-turbo,finance,0.196
Federal Reserve interest rate hike,"['Market Trend', 'Economic Impact']",False,gpt-4-turbo,finance,0.231
Federal Reserve interest rate hike,"['Economic Condition', 'Market Sentiment']",False,gpt-4-turbo,finance,0.22
Increase in consumer spending,"['Economic Condition', 'Market Sentiment']",False,gpt-4-turbo,finance,0.259
Merger between two major banks,"['Government Policy', 'Investment Opportunity']",False,gpt-4-turbo,finance,0.222
Global economic slowdown,"['Financial Innovation', 'Market Expansion']",False,gpt-4-turbo,finance,0.297
Merger between two major banks,"['Economic Condition', 'Market Sentiment']",False,gpt-4-turbo,finance,0.182
Release of quarterly financial results,"['Market Trend', 'Economic Impact']",False,gpt-4-turbo,finance,0.29
