Value,Variable definition,Interaction Value,model Name,domain,text1_text2_cos_sim_text-embedding-3-large
prenatal yoga classes,"['Healthcare intervention', 'Psychological condition management']",False,gpt-4-turbo,health,0.157
allergy immunotherapy,"['Preventive healthcare', 'Target demographic']",False,gpt-4-turbo,health,0.2
smoking cessation counseling,"['Diagnostic procedure', 'Health condition monitored']",False,gpt-4-turbo,health,0.167
prenatal yoga classes,"['Preventive healthcare', 'Target demographic']",False,gpt-4-turbo,health,0.224
Copper dual damascene process,"['Interconnect fabrication method', 'Conductive material used']",True,gpt-4-turbo,semiconductor manufacturing,0.485
Silicon nitride deposition,"['Deposition material', 'Deposition technique']",True,gpt-4-turbo,semiconductor manufacturing,0.366
Rapid thermal oxidation,"['Oxidation method', 'Process speed']",True,gpt-4-turbo,semiconductor manufacturing,0.462
Deep ultraviolet stepper,"['Lithography equipment', 'Light wavelength']",True,gpt-4-turbo,semiconductor manufacturing,0.463
Silicon wafer backgrinding,"['Wafer processing step', 'Material type']",True,gpt-4-turbo,semiconductor manufacturing,0.488
Argon plasma etching,"['Etching technique', 'Plasma gas type']",True,gpt-4-turbo,semiconductor manufacturing,0.617
High-k dielectric layer formation,"['Dielectric property', 'Layer processing step']",True,gpt-4-turbo,semiconductor manufacturing,0.517
High-temperature annealing,"['Thermal processing technique', 'Process temperature range']",True,gpt-4-turbo,semiconductor manufacturing,0.462
Ultraviolet photolithography exposure,"['Lithography technique', 'Light source type']",True,gpt-4-turbo,semiconductor manufacturing,0.467
Low-pressure chemical vapor deposition,"['Deposition method', 'Ambient pressure condition']",True,gpt-4-turbo,semiconductor manufacturing,0.429
Silicon nitride deposition,"['Etching technique', 'Plasma gas type']",False,gpt-4-turbo,semiconductor manufacturing,0.321
Rapid thermal oxidation,"['Lithography technique', 'Light source type']",False,gpt-4-turbo,semiconductor manufacturing,0.213
Deep ultraviolet stepper,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing,0.205
Silicon wafer backgrinding,"['Oxidation method', 'Process speed']",False,gpt-4-turbo,semiconductor manufacturing,0.153
Silicon nitride deposition,"['Interconnect fabrication method', 'Conductive material used']",False,gpt-4-turbo,semiconductor manufacturing,0.311
Argon plasma etching,"['Wafer processing step', 'Material type']",False,gpt-4-turbo,semiconductor manufacturing,0.344
High-k dielectric layer formation,"['Oxidation method', 'Process speed']",False,gpt-4-turbo,semiconductor manufacturing,0.164
High-temperature annealing,"['Lithography technique', 'Light source type']",False,gpt-4-turbo,semiconductor manufacturing,0.195
Silicon wafer backgrinding,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing,0.186
Ultraviolet photolithography exposure,"['Deposition method', 'Ambient pressure condition']",False,gpt-4-turbo,semiconductor manufacturing,0.217
Biometric authentication system,"['Authentication Method', 'System Security']",True,gpt-4-turbo,computer science,0.467
Open-source software development,"['Software Licensing', 'Development Model']",True,gpt-4-turbo,computer science,0.509
Voice-controlled user interface,"['User Interface Type', 'Control Mechanism']",True,gpt-4-turbo,computer science,0.481
Real-time user analytics,"['Data Analysis Timing', 'Data Application']",True,gpt-4-turbo,computer science,0.356
Distributed ledger technology,"['Data Management Technology', 'System Architecture']",True,gpt-4-turbo,computer science,0.334
Multi-threaded processing,"['Concurrency Model', 'Processing Type']",True,gpt-4-turbo,computer science,0.544
Cloud-based data storage,"['Data Storage Type', 'Data Accessibility']",True,gpt-4-turbo,computer science,0.445
End-to-end encryption,"['Security Feature', 'Encryption Scope']",True,gpt-4-turbo,computer science,0.439
Automated system backups,"['Backup Type', 'Automation Level']",True,gpt-4-turbo,computer science,0.544
Machine learning-based fraud detection,"['Application of Machine Learning', 'Type of Machine Learning']",True,gpt-4-turbo,computer science,0.424
Biometric authentication system,"['Backup Type', 'Automation Level']",False,gpt-4-turbo,computer science,0.163
Open-source software development,"['Security Feature', 'Encryption Scope']",False,gpt-4-turbo,computer science,0.144
Voice-controlled user interface,"['Data Storage Type', 'Data Accessibility']",False,gpt-4-turbo,computer science,0.205
Voice-controlled user interface,"['Data Analysis Timing', 'Data Application']",False,gpt-4-turbo,computer science,0.145
Voice-controlled user interface,"['Software Licensing', 'Development Model']",False,gpt-4-turbo,computer science,0.205
Real-time user analytics,"['Backup Type', 'Automation Level']",False,gpt-4-turbo,computer science,0.139
Real-time user analytics,"['Application of Machine Learning', 'Type of Machine Learning']",False,gpt-4-turbo,computer science,0.153
Open-source software development,"['Application of Machine Learning', 'Type of Machine Learning']",False,gpt-4-turbo,computer science,0.118
Voice-controlled user interface,"['Security Feature', 'Encryption Scope']",False,gpt-4-turbo,computer science,0.154
Biometric authentication system,"['User Interface Type', 'Control Mechanism']",False,gpt-4-turbo,computer science,0.206
civic participation,"['Political Processes', 'Community Development', 'Social Cohesion']",True,gpt-4-turbo,sociology,0.355
urban gentrification,"['Urban Development', 'Economic Impact', 'Social Stratification']",True,gpt-4-turbo,sociology,0.425
intergenerational living,"['Family Dynamics', 'Social Support', 'Housing Economics']",True,gpt-4-turbo,sociology,0.321
workplace diversity,"['Corporate Culture', 'Social Equality', 'Economic Performance']",True,gpt-4-turbo,sociology,0.332
global migration,"['Demographic Changes', 'Labor Markets', 'Cultural Exchange']",True,gpt-4-turbo,sociology,0.371
sustainable urban planning,"['Environmental Conservation', 'Urban Infrastructure', 'Quality of Life']",True,gpt-4-turbo,sociology,0.41
economic recession,"['Economic Stability', 'Employment Rates', 'Consumer Behavior']",True,gpt-4-turbo,sociology,0.369
online education,"['Educational Methods', 'Technology Utilization', 'Access to Education']",True,gpt-4-turbo,sociology,0.367
public health campaigns,"['Health Education', 'Community Engagement', 'Government Policy']",True,gpt-4-turbo,sociology,0.444
social media activism,"['Political Engagement', 'Social Movements', 'Communication Technology']",True,gpt-4-turbo,sociology,0.403
civic participation,"['Educational Methods', 'Technology Utilization', 'Access to Education']",False,gpt-4-turbo,sociology,0.185
urban gentrification,"['Environmental Conservation', 'Urban Infrastructure', 'Quality of Life']",False,gpt-4-turbo,sociology,0.313
intergenerational living,"['Corporate Culture', 'Social Equality', 'Economic Performance']",False,gpt-4-turbo,sociology,0.114
intergenerational living,"['Political Engagement', 'Social Movements', 'Communication Technology']",False,gpt-4-turbo,sociology,0.138
workplace diversity,"['Environmental Conservation', 'Urban Infrastructure', 'Quality of Life']",False,gpt-4-turbo,sociology,0.146
global migration,"['Health Education', 'Community Engagement', 'Government Policy']",False,gpt-4-turbo,sociology,0.118
global migration,"['Political Processes', 'Community Development', 'Social Cohesion']",False,gpt-4-turbo,sociology,0.181
sustainable urban planning,"['Health Education', 'Community Engagement', 'Government Policy']",False,gpt-4-turbo,sociology,0.21
urban gentrification,"['Political Processes', 'Community Development', 'Social Cohesion']",False,gpt-4-turbo,sociology,0.245
intergenerational living,"['Educational Methods', 'Technology Utilization', 'Access to Education']",False,gpt-4-turbo,sociology,0.093
emotional support animal,"['Coping Mechanisms', 'Emotional Support']",True,gpt-4-turbo,psychology,0.407
romantic relationship conflicts,"['Relationship Type', 'Conflict Resolution']",True,gpt-4-turbo,psychology,0.431
academic performance anxiety,"['Anxiety Type', 'Educational Context']",True,gpt-4-turbo,psychology,0.519
family therapy session,"['Therapy Type', 'Social Support']",True,gpt-4-turbo,psychology,0.357
mindfulness meditation practice,"['Coping Mechanisms', 'Mental Health Improvement']",True,gpt-4-turbo,psychology,0.286
stress-induced insomnia,"['Psychological Stress', 'Sleep Quality']",True,gpt-4-turbo,psychology,0.472
peer group discussions,"['Social Interaction', 'Communication Style']",True,gpt-4-turbo,psychology,0.268
public speaking anxiety,"['Anxiety Type', 'Social Situations']",True,gpt-4-turbo,psychology,0.362
cognitive behavioral therapy session,"['Therapy Type', 'Treatment Approach']",True,gpt-4-turbo,psychology,0.362
group therapy dynamics,"['Therapy Type', 'Social Dynamics']",True,gpt-4-turbo,psychology,0.508
emotional support animal,"['Social Interaction', 'Communication Style']",False,gpt-4-turbo,psychology,0.167
romantic relationship conflicts,"['Psychological Stress', 'Sleep Quality']",False,gpt-4-turbo,psychology,0.188
romantic relationship conflicts,"['Coping Mechanisms', 'Emotional Support']",False,gpt-4-turbo,psychology,0.201
academic performance anxiety,"['Anxiety Type', 'Social Situations']",False,gpt-4-turbo,psychology,0.375
academic performance anxiety,"['Psychological Stress', 'Sleep Quality']",False,gpt-4-turbo,psychology,0.315
family therapy session,"['Relationship Type', 'Conflict Resolution']",False,gpt-4-turbo,psychology,0.202
mindfulness meditation practice,"['Coping Mechanisms', 'Emotional Support']",False,gpt-4-turbo,psychology,0.241
stress-induced insomnia,"['Coping Mechanisms', 'Mental Health Improvement']",False,gpt-4-turbo,psychology,0.261
peer group discussions,"['Coping Mechanisms', 'Emotional Support']",False,gpt-4-turbo,psychology,0.181
mindfulness meditation practice,"['Social Interaction', 'Communication Style']",False,gpt-4-turbo,psychology,0.138
Implementation of new financial regulations,"['Regulatory Environment', 'Market Condition']",True,gpt-4-turbo,finance,0.326
Credit rating downgrade for a major corporation,"['Credit Analysis', 'Investment Risk']",True,gpt-4-turbo,finance,0.346
Launch of government-backed investment bonds,"['Government Policy', 'Investment Opportunity']",True,gpt-4-turbo,finance,0.446
Global economic slowdown,"['Economic Condition', 'Market Sentiment']",True,gpt-4-turbo,finance,0.361
Federal Reserve interest rate hike,"['Monetary Policy', 'Economic Indicator']",True,gpt-4-turbo,finance,0.302
Increase in consumer spending,"['Economic Activity', 'Market Health']",True,gpt-4-turbo,finance,0.286
Merger between two major banks,"['Corporate Action', 'Market Dynamics']",True,gpt-4-turbo,finance,0.297
Introduction of a new cryptocurrency,"['Financial Innovation', 'Market Expansion']",True,gpt-4-turbo,finance,0.277
Release of quarterly financial results,"['Corporate Event', 'Market Indicator']",True,gpt-4-turbo,finance,0.297
Surge in commodity prices,"['Market Trend', 'Economic Impact']",True,gpt-4-turbo,finance,0.312
Implementation of new financial regulations,"['Economic Activity', 'Market Health']",False,gpt-4-turbo,finance,0.21
Launch of government-backed investment bonds,"['Economic Activity', 'Market Health']",False,gpt-4-turbo,finance,0.199
Global economic slowdown,"['Credit Analysis', 'Investment Risk']",False,gpt-4-turbo,finance,0.196
Federal Reserve interest rate hike,"['Market Trend', 'Economic Impact']",False,gpt-4-turbo,finance,0.231
Federal Reserve interest rate hike,"['Economic Condition', 'Market Sentiment']",False,gpt-4-turbo,finance,0.22
Increase in consumer spending,"['Economic Condition', 'Market Sentiment']",False,gpt-4-turbo,finance,0.259
Merger between two major banks,"['Government Policy', 'Investment Opportunity']",False,gpt-4-turbo,finance,0.222
Global economic slowdown,"['Financial Innovation', 'Market Expansion']",False,gpt-4-turbo,finance,0.297
Merger between two major banks,"['Economic Condition', 'Market Sentiment']",False,gpt-4-turbo,finance,0.182
Release of quarterly financial results,"['Market Trend', 'Economic Impact']",False,gpt-4-turbo,finance,0.29
Green Infrastructure,"['Environmental Sustainability', 'Water Management']",True,llama3-8b,urban studies,0.396
Resilient Housing,"['Housing Policy', 'Disaster Response']",True,llama3-8b,urban studies,0.494
Smart Traffic Management Systems,"['Transportation Infrastructure', 'Data Analytics']",True,llama3-8b,urban studies,0.399
Digital Inclusion Initiatives,"['Digital Literacy', 'Community Outreach']",True,llama3-8b,urban studies,0.566
Inclusive Public Spaces,"['Urban Design', 'Community Development']",True,llama3-8b,urban studies,0.352
Urban Renewal Projects,"['Urban Planning', 'Community Engagement']",True,llama3-8b,urban studies,0.401
Sustainable Energy Grids,"['Energy Generation', 'Energy Distribution']",True,llama3-8b,urban studies,0.471
Cultural Heritage Preservation,"['Cultural Preservation', 'Community Engagement']",True,llama3-8b,urban studies,0.6
Innovative Waste Management,"['Waste Reduction', 'Waste Disposal']",True,llama3-8b,urban studies,0.482
Sustainable Transportation Options,"['Transportation Infrastructure', 'Alternative Modes']",True,llama3-8b,urban studies,0.555
Green Infrastructure,"['Housing Policy', 'Disaster Response']",False,llama3-8b,urban studies,0.234
Resilient Housing,"['Transportation Infrastructure', 'Alternative Modes']",False,llama3-8b,urban studies,0.247
Smart Traffic Management Systems,"['Environmental Sustainability', 'Water Management']",False,llama3-8b,urban studies,0.264
Digital Inclusion Initiatives,"['Housing Policy', 'Disaster Response']",False,llama3-8b,urban studies,0.246
Inclusive Public Spaces,"['Urban Planning', 'Community Engagement']",False,llama3-8b,urban studies,0.381
Green Infrastructure,"['Urban Design', 'Community Development']",False,llama3-8b,urban studies,0.336
Urban Renewal Projects,"['Urban Design', 'Community Development']",False,llama3-8b,urban studies,0.451
Sustainable Energy Grids,"['Urban Design', 'Community Development']",False,llama3-8b,urban studies,0.276
Urban Renewal Projects,"['Transportation Infrastructure', 'Data Analytics']",False,llama3-8b,urban studies,0.25
Cultural Heritage Preservation,"['Transportation Infrastructure', 'Data Analytics']",False,llama3-8b,urban studies,0.199
Quantum Entanglement,"['Spin of the particle', 'Distance between particles']",True,llama3-8b,physics,0.405
Quantum Flux,"['Energy of the particle', 'Frequency of the wave']",True,llama3-8b,physics,0.332
Gravitational Wave,"['Mass of the object', 'Distance from the observer']",True,llama3-8b,physics,0.322
Gravitational Lensing,"['Mass of the object', 'Distance from the observer']",True,llama3-8b,physics,0.343
Gravitational Wave Background,"['Energy density of the background', 'Frequency of the waves']",True,llama3-8b,physics,0.518
Quantum Foam,"['Energy of the particle', 'Distance between particles']",True,llama3-8b,physics,0.32
Electromagnetic Pulse,"['Intensity of the pulse', 'Duration of the pulse']",True,llama3-8b,physics,0.31
Magnetic Field,"['Charge of the particle', 'Direction of the field']",True,llama3-8b,physics,0.457
Thermal Radiation,"['Temperature of the object', 'Wavelength of the radiation']",True,llama3-8b,physics,0.421
Solar Wind,"['Speed of the wind', 'Direction of the wind']",True,llama3-8b,physics,0.377
Quantum Entanglement,"['Mass of the object', 'Distance from the observer']",False,llama3-8b,physics,0.235
Quantum Flux,"['Spin of the particle', 'Distance between particles']",False,llama3-8b,physics,0.337
Quantum Entanglement,"['Energy of the particle', 'Distance between particles']",False,llama3-8b,physics,0.332
Gravitational Wave,"['Mass of the object', 'Distance from the observer']",False,llama3-8b,physics,0.322
Gravitational Lensing,"['Mass of the object', 'Distance from the observer']",False,llama3-8b,physics,0.343
Gravitational Wave Background,"['Energy of the particle', 'Distance between particles']",False,llama3-8b,physics,0.241
Gravitational Wave Background,"['Mass of the object', 'Distance from the observer']",False,llama3-8b,physics,0.265
Quantum Foam,"['Spin of the particle', 'Distance between particles']",False,llama3-8b,physics,0.341
Quantum Flux,"['Speed of the wind', 'Direction of the wind']",False,llama3-8b,physics,0.142
Quantum Foam,"['Charge of the particle', 'Direction of the field']",False,llama3-8b,physics,0.249
Neurological Disorder,"['Symptoms', 'Brain Function']",True,llama3-8b,health,0.43
Pregnancy Complication,"['Fetal Development', 'Maternal Health']",True,llama3-8b,health,0.38
Mental Health Crisis,"['Symptoms', 'Cognitive Function']",True,llama3-8b,health,0.308
Hypertension Diagnosis,"['Blood Pressure', 'Cholesterol Levels']",True,llama3-8b,health,0.325
Infectious Disease Outbreak,"['Pathogen', 'Transmission Rate']",True,llama3-8b,health,0.392
Diabetes Complication,"['Blood Sugar Levels', 'Kidney Function']",True,llama3-8b,health,0.38
Cardiovascular Disease,"['Cholesterol Levels', 'Blood Pressure']",True,llama3-8b,health,0.343
Gastrointestinal Infection,"['Symptoms', 'Gastrointestinal Function']",True,llama3-8b,health,0.503
Cancer Diagnosis,"['Tumor Size', 'Metastasis']",True,llama3-8b,health,0.423
Respiratory Infection,"['Symptoms', 'Lung Function']",True,llama3-8b,health,0.381
Neurological Disorder,"['Fetal Development', 'Maternal Health']",False,llama3-8b,health,0.203
Pregnancy Complication,"['Blood Sugar Levels', 'Kidney Function']",False,llama3-8b,health,0.243
Mental Health Crisis,"['Blood Pressure', 'Cholesterol Levels']",False,llama3-8b,health,0.181
Hypertension Diagnosis,"['Symptoms', 'Gastrointestinal Function']",False,llama3-8b,health,0.165
Neurological Disorder,"['Cholesterol Levels', 'Blood Pressure']",False,llama3-8b,health,0.185
Infectious Disease Outbreak,"['Cholesterol Levels', 'Blood Pressure']",False,llama3-8b,health,0.159
Hypertension Diagnosis,"['Symptoms', 'Cognitive Function']",False,llama3-8b,health,0.169
Pregnancy Complication,"['Symptoms', 'Cognitive Function']",False,llama3-8b,health,0.226
Neurological Disorder,"['Symptoms', 'Gastrointestinal Function']",False,llama3-8b,health,0.325
Pregnancy Complication,"['Symptoms', 'Brain Function']",False,llama3-8b,health,0.228
Annealing Process,"['Annealing Temperature', 'Annealing Time']",True,llama3-8b,semiconductor manufacturing,0.499
Packaging and Testing,"['Packaging Type', 'Testing Method']",True,llama3-8b,semiconductor manufacturing,0.596
Clean Room Environment,"['Clean Room Class', 'Clean Room Temperature']",True,llama3-8b,semiconductor manufacturing,0.613
Etching Process Optimization,"['Etching Gas', 'Etching Temperature']",True,llama3-8b,semiconductor manufacturing,0.494
Wafer Defect Detection,"['Wafer Defect Type', 'Defect Detection Method']",True,llama3-8b,semiconductor manufacturing,0.679
Thermal Processing,"['Thermal Processing Method', 'Thermal Processing Temperature']",True,llama3-8b,semiconductor manufacturing,0.639
Packaging Material Selection,"['Packaging Material', 'Packaging Type']",True,llama3-8b,semiconductor manufacturing,0.58
Metal Deposition,"['Metal Type', 'Deposition Method']",True,llama3-8b,semiconductor manufacturing,0.614
Wafer Dicing,"['Dicing Method', 'Dicing Blade']",True,llama3-8b,semiconductor manufacturing,0.525
Material Selection for Wire Bonding,"['Wire Material', 'Wire Bonding Method']",True,llama3-8b,semiconductor manufacturing,0.654
Annealing Process,"['Etching Gas', 'Etching Temperature']",False,llama3-8b,semiconductor manufacturing,0.286
Packaging and Testing,"['Clean Room Class', 'Clean Room Temperature']",False,llama3-8b,semiconductor manufacturing,0.246
Clean Room Environment,"['Packaging Type', 'Testing Method']",False,llama3-8b,semiconductor manufacturing,0.252
Clean Room Environment,"['Etching Gas', 'Etching Temperature']",False,llama3-8b,semiconductor manufacturing,0.232
Clean Room Environment,"['Metal Type', 'Deposition Method']",False,llama3-8b,semiconductor manufacturing,0.169
Etching Process Optimization,"['Wire Material', 'Wire Bonding Method']",False,llama3-8b,semiconductor manufacturing,0.253
Wafer Defect Detection,"['Wire Material', 'Wire Bonding Method']",False,llama3-8b,semiconductor manufacturing,0.293
Thermal Processing,"['Packaging Material', 'Packaging Type']",False,llama3-8b,semiconductor manufacturing,0.252
Etching Process Optimization,"['Clean Room Class', 'Clean Room Temperature']",False,llama3-8b,semiconductor manufacturing,0.18
Packaging Material Selection,"['Thermal Processing Method', 'Thermal Processing Temperature']",False,llama3-8b,semiconductor manufacturing,0.264
System Update Failure,"['Update Package', 'System Configuration']",True,llama3-8b,computer science,0.449
System Resource Overload,"['CPU Usage', 'Memory Allocation']",True,llama3-8b,computer science,0.386
Database Query Optimization,"['Query Complexity', 'Indexing']",True,llama3-8b,computer science,0.458
Data Encryption Failure,"['Encryption Algorithm', 'Key Management']",True,llama3-8b,computer science,0.451
Network Congestion,"['Network Traffic', 'Packet Loss']",True,llama3-8b,computer science,0.423
Database Corruption,"['Data Integrity', 'Storage Capacity']",True,llama3-8b,computer science,0.367
Network Authentication Failure,"['Username and Password', 'Two-Factor Authentication']",True,llama3-8b,computer science,0.36
System Crash,"['Memory Usage', 'CPU Load']",True,llama3-8b,computer science,0.271
Data Backup Failure,"['Backup Schedule', 'Storage Capacity']",True,llama3-8b,computer science,0.435
System Configuration Conflict,"['Configuration File', 'System Settings']",True,llama3-8b,computer science,0.481
System Update Failure,"['CPU Usage', 'Memory Allocation']",False,llama3-8b,computer science,0.14
System Resource Overload,"['Update Package', 'System Configuration']",False,llama3-8b,computer science,0.228
Database Query Optimization,"['Memory Usage', 'CPU Load']",False,llama3-8b,computer science,0.193
System Update Failure,"['Configuration File', 'System Settings']",False,llama3-8b,computer science,0.185
Data Encryption Failure,"['Network Traffic', 'Packet Loss']",False,llama3-8b,computer science,0.208
Data Encryption Failure,"['Query Complexity', 'Indexing']",False,llama3-8b,computer science,0.138
Network Congestion,"['Configuration File', 'System Settings']",False,llama3-8b,computer science,0.111
Database Corruption,"['Network Traffic', 'Packet Loss']",False,llama3-8b,computer science,0.161
Data Encryption Failure,"['Configuration File', 'System Settings']",False,llama3-8b,computer science,0.155
Database Query Optimization,"['Network Traffic', 'Packet Loss']",False,llama3-8b,computer science,0.093
Marriage Ceremony,"['Family Structure', 'Social Status']",True,llama3-8b,sociology,0.244
Graduation,"['Education Level', 'Career Opportunities']",True,llama3-8b,sociology,0.32
Retirement,"['Occupational Status', 'Financial Security']",True,llama3-8b,sociology,0.27
Death of a Family Member,"['Family Structure', 'Emotional Well-being']",True,llama3-8b,sociology,0.318
Divorce,"['Family Structure', 'Social Status']",True,llama3-8b,sociology,0.273
Job Promotion,"['Occupational Status', 'Income']",True,llama3-8b,sociology,0.28
Business Failure,"['Occupational Status', 'Financial Security']",True,llama3-8b,sociology,0.192
Immigration,"['Cultural Identity', 'Social Integration']",True,llama3-8b,sociology,0.274
Newborn Baby,"['Family Size', 'Parenting Style']",True,llama3-8b,sociology,0.275
Natural Disaster,"['Community Resilience', 'Economic Status']",True,llama3-8b,sociology,0.292
Marriage Ceremony,"['Family Structure', 'Emotional Well-being']",False,llama3-8b,sociology,0.213
Graduation,"['Family Size', 'Parenting Style']",False,llama3-8b,sociology,0.185
Death of a Family Member,"['Cultural Identity', 'Social Integration']",False,llama3-8b,sociology,0.109
Divorce,"['Family Structure', 'Emotional Well-being']",False,llama3-8b,sociology,0.29
Job Promotion,"['Family Structure', 'Social Status']",False,llama3-8b,sociology,0.206
Graduation,"['Occupational Status', 'Financial Security']",False,llama3-8b,sociology,0.214
Retirement,"['Family Size', 'Parenting Style']",False,llama3-8b,sociology,0.131
Business Failure,"['Community Resilience', 'Economic Status']",False,llama3-8b,sociology,0.195
Immigration,"['Occupational Status', 'Financial Security']",False,llama3-8b,sociology,0.168
Death of a Family Member,"['Family Size', 'Parenting Style']",False,llama3-8b,sociology,0.247
Mental Health Literacy,"['Knowledge', 'Attitudes']",True,llama3-8b,psychology,0.37
Cognitive Distortions,"['Cognitive Biases', 'Emotional States']",True,llama3-8b,psychology,0.46
Social Media Addiction,"['Personality Traits', 'Behavioral Patterns']",True,llama3-8b,psychology,0.187
Mental Health Outcomes,"['Stress Levels', 'Social Support']",True,llama3-8b,psychology,0.356
Cognitive Flexibility,"['Cognitive Styles', 'Emotional States']",True,llama3-8b,psychology,0.358
Mental Health Treatment,"['Therapeutic Relationships', 'Treatment Adherence']",True,llama3-8b,psychology,0.447
Emotional Regulation Strategies,"['Cognitive Appraisals', 'Emotional Expression']",True,llama3-8b,psychology,0.472
Emotional Intelligence,"['Self-Awareness', 'Social Skills']",True,llama3-8b,psychology,0.466
Mental Health Services,"['Stigma Perceptions', 'Access to Care']",True,llama3-8b,psychology,0.405
Coping Mechanisms,"['Emotional Expression', 'Problem-Focused Coping']",True,llama3-8b,psychology,0.5
Mental Health Literacy,"['Cognitive Biases', 'Emotional States']",False,llama3-8b,psychology,0.271
Social Media Addiction,"['Emotional Expression', 'Problem-Focused Coping']",False,llama3-8b,psychology,0.159
Mental Health Outcomes,"['Personality Traits', 'Behavioral Patterns']",False,llama3-8b,psychology,0.283
Social Media Addiction,"['Cognitive Biases', 'Emotional States']",False,llama3-8b,psychology,0.19
Cognitive Flexibility,"['Cognitive Appraisals', 'Emotional Expression']",False,llama3-8b,psychology,0.333
Mental Health Treatment,"['Stigma Perceptions', 'Access to Care']",False,llama3-8b,psychology,0.415
Emotional Regulation Strategies,"['Self-Awareness', 'Social Skills']",False,llama3-8b,psychology,0.323
Cognitive Distortions,"['Cognitive Styles', 'Emotional States']",False,llama3-8b,psychology,0.354
Social Media Addiction,"['Cognitive Styles', 'Emotional States']",False,llama3-8b,psychology,0.15
Emotional Intelligence,"['Personality Traits', 'Behavioral Patterns']",False,llama3-8b,psychology,0.301
Credit Rating Downgrade,"['Company Credit Rating', 'Bond Yield']",True,llama3-8b,finance,0.435
Company Acquisition,"['Company Name', 'Industry Sector']",True,llama3-8b,finance,0.274
Regulatory Change,"['Financial Regulation', 'Industry Sector']",True,llama3-8b,finance,0.399
Economic Recession,"['Economic Indicator', 'Unemployment Rate']",True,llama3-8b,finance,0.429
Natural Disaster,"['Geographic Location', 'Economic Indicator']",True,llama3-8b,finance,0.219
Cybersecurity Breach,"['Company Name', 'Industry Sector']",True,llama3-8b,finance,0.183
Currency Devaluation,"['Currency Exchange Rate', 'Economic Policy']",True,llama3-8b,finance,0.416
Trade War Escalation,"['Trade Policy', 'Economic Indicator']",True,llama3-8b,finance,0.393
Interest Rate Hike,"['Central Bank Interest Rate', 'Economic Indicator']",True,llama3-8b,finance,0.404
Market Volatility Surge,"['Stock Market Index', 'Economic Indicator']",True,llama3-8b,finance,0.367
Credit Rating Downgrade,"['Company Name', 'Industry Sector']",False,llama3-8b,finance,0.16
Company Acquisition,"['Company Credit Rating', 'Bond Yield']",False,llama3-8b,finance,0.221
Regulatory Change,"['Central Bank Interest Rate', 'Economic Indicator']",False,llama3-8b,finance,0.24
Company Acquisition,"['Economic Indicator', 'Unemployment Rate']",False,llama3-8b,finance,0.118
Economic Recession,"['Company Name', 'Industry Sector']",False,llama3-8b,finance,0.176
Natural Disaster,"['Central Bank Interest Rate', 'Economic Indicator']",False,llama3-8b,finance,0.155
Cybersecurity Breach,"['Company Name', 'Industry Sector']",False,llama3-8b,finance,0.183
Economic Recession,"['Geographic Location', 'Economic Indicator']",False,llama3-8b,finance,0.375
Natural Disaster,"['Company Name', 'Industry Sector']",False,llama3-8b,finance,0.091
Credit Rating Downgrade,"['Financial Regulation', 'Industry Sector']",False,llama3-8b,finance,0.263
Implementation of bike-sharing programs,"['Sustainable transportation', 'Urban mobility']",True,mixtral-8x7b-instruct,urban studies,0.39
Widespread use of smart city technologies,"['Efficient resource management', 'Resident satisfaction']",True,mixtral-8x7b-instruct,urban studies,0.239
Availability of green roofs and walls,"['Urban heat island effect', 'Biodiversity']",True,mixtral-8x7b-instruct,urban studies,0.404
Presence of public art installations,"['Public space quality', 'Community engagement']",True,mixtral-8x7b-instruct,urban studies,0.412
High density of coffee shops,"['Economic vitality', 'Walkability']",True,mixtral-8x7b-instruct,urban studies,0.352
Prevalence of adaptive reuse projects,"['Historic preservation', 'Sustainable development']",True,mixtral-8x7b-instruct,urban studies,0.425
Integration of green infrastructure,"['Climate change resilience', 'Liveability']",True,mixtral-8x7b-instruct,urban studies,0.383
High concentration of cultural institutions,"['Cultural vitality', 'Tourist appeal']",True,mixtral-8x7b-instruct,urban studies,0.447
Robust public transportation network,"['Air quality', 'Social equity']",True,mixtral-8x7b-instruct,urban studies,0.253
Proliferation of coworking spaces,"['Economic diversity', 'Innovation ecosystem']",True,mixtral-8x7b-instruct,urban studies,0.338
Implementation of bike-sharing programs,"['Economic diversity', 'Innovation ecosystem']",False,mixtral-8x7b-instruct,urban studies,0.223
Widespread use of smart city technologies,"['Urban heat island effect', 'Biodiversity']",False,mixtral-8x7b-instruct,urban studies,0.326
Implementation of bike-sharing programs,"['Historic preservation', 'Sustainable development']",False,mixtral-8x7b-instruct,urban studies,0.195
Availability of green roofs and walls,"['Historic preservation', 'Sustainable development']",False,mixtral-8x7b-instruct,urban studies,0.306
Widespread use of smart city technologies,"['Climate change resilience', 'Liveability']",False,mixtral-8x7b-instruct,urban studies,0.302
Presence of public art installations,"['Efficient resource management', 'Resident satisfaction']",False,mixtral-8x7b-instruct,urban studies,0.199
Widespread use of smart city technologies,"['Air quality', 'Social equity']",False,mixtral-8x7b-instruct,urban studies,0.245
High density of coffee shops,"['Sustainable transportation', 'Urban mobility']",False,mixtral-8x7b-instruct,urban studies,0.22
